,F010,F02S,F02E,F02N,F02R,F030,F040,F050,F06C,F06S,F06E,F06N,F07C,F07S,F07E,F07N,F10C,F10S,F10E,F10N
313TT,21298.94751,0,1463.862242,0,372.1683666,919.0077532,9261.533858,-28290.75055,0,0,0,0,0,0,48.6299999,0,0,0,12.90183671,0
315AL,127403.9146,0,0,0,0,4174.321563,4714.482082,-134726.7394,0,0,0,0,0,0,0,0,0,0,0,0
322,19696.24566,0,0,0,0,1306.661624,21359.00419,-21883.42014,0,0,0,0,0,0,0,0,0,0,0,0
323,5632.883839,0,0,0,0,576.0225614,2315.03368,-2343.88455,0,0,0,0,0,0,0,0,0,0,0,0
324,296154.9079,0,0,0,0,-24.90658884,124337.8426,-109806.9235,0,0,0,0,0,0,0,0,0,0,0,0
325,237905.6858,0,3332.534868,0,0,9143.388313,156328.5261,-209238.3458,0,0,0,0,0,0,0,0,0,0,0,0
326,31528.76262,0,199.7350343,0,29.37279916,3234.924281,25136.26243,-45836.25309,0,0,0,0,0,0,31.33098577,0,0,0,0,0
42,470018.4957,53.9792011,187355.9184,21546.5342,2108.133163,12745.96154,190841.0119,34809.71463,0,0,9120.522107,429.8707288,0,0,4142.658325,589.8454521,0,0,6444.135172,1450.56835
441,148821.5462,0,14203.63572,0,3.010733212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,188641.4094,0,152.6890182,0.9787757578,5.872654547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,199190.1237,0,1637.510193,327.3006228,156.0972201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A0,652494.3248,0,24738.16948,5104.79449,4664.120864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,119398.9358,0,371.8199317,31.81347009,2.982512821,24.85427351,48323.6669,-39537.18413,0,0,32.80764103,0.9941709403,0,0,5.965025642,0.9941709403,0,0,15.90673505,1.988341881
482,7740.872191,0,3010.985875,0,29.10102327,181.3963784,11735.47265,318.1711878,0,0,32.0111256,0,0,0,6.790238764,0,0,0,93.12327448,0
483,18664.56817,0,10.00995826,0,0,30.02987478,6512.478844,12646.58127,0,0,3.002987478,0,0,0,0,0,0,0,0,0
484,75849.49003,17.75780163,19954.83631,544.5725833,861.2533791,1656.408274,29551.94155,3426.26917,0,0,698.4735308,10.85198989,0,0,166.7260264,14.79816803,0,0,789.235628,36.5021478
485,34927.30925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,2122.171116,0,0,0,0,-398.2019612,2279.753408,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS,17728.30989,0,0,0,0,0,10544.23169,2704.845788,0,0,0,0,0,0,0,0,0,0,0,0
493,207.6253359,0,0,0,0,0,150.908171,0,0,0,0,0,0,0,0,0,0,0,0,0
511,66972.09017,0,0,69884.09511,0,1546.028185,37381.29176,-3774.038875,0,0,0,1203.025185,0,0,0,1651.644945,0,0,0,4060.712936
512,27083.39891,0,0,32159.14056,0,324.7990483,19168.18732,-6744.11937,0,0,0,0,0,0,0,0,0,0,0,0
513,305713.7425,0,7180.348736,23596.1356,0,0,17249.38936,-161.5354111,0,0,0,0,0,0,0,0,0,0,0,0
514,29201.73452,0,0,17176.84346,0,0,4470.561927,-1023.586583,0,0,0,735.421445,0,0,0,854.4896789,0,0,0,2376.361812
521CI,195901.6973,0,0,0,0,0,42614.22141,-6858.041581,0,0,0,0,0,0,0,0,0,0,0,0
523,202074.3969,0,0,0,0,0,60415.02577,-53.69813033,0,0,0,0,0,0,0,0,0,0,0,0
524,303819.3147,0,0,0,6031.611091,0,16028.96942,-51766.14164,0,0,0,0,0,0,0,0,0,0,0,0
525,135612.1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS,1735784.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,5645.905948,16506.22128,0,0,103072.5102,0,3473.645851,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL,75382.33409,0,0,0,0,0,73420.18339,0,0,0,0,0,0,0,0,0,0,0,0,0
5411,87438.81821,0,0,0,12161.96491,0,11601.63926,-2359.164217,0,0,0,0,0,0,0,0,0,0,0,0
5415,0,0,23797.67671,177400.8627,0,0,16511.3094,-25984.39717,0,0,1775.50763,7119.24879,0,0,0,18274.66296,0,0,1002.711097,7506.153476
5412OP,56763.566,0,50122.86799,335302.9684,1066.33906,0,111376.698,-72483.4358,0,0,0,57674.04792,0,0,0,66963.33092,0,0,0,16721.10398
55,0,0,0,0,0,0,3895.665788,0,0,0,0,0,0,0,0,0,0,0,0,0
561,49020.06395,0,0,0,0,0,1748.040494,-1132.824889,0,0,0,0,0,0,0,0,0,0,0,0
562,23434.33836,0,0,0,0,0,60.95267769,-134.6857555,0,0,0,0,0,0,0,0,0,0,0,0
61,302792.0401,0,0,0,0,0,2513.826317,-1403.406534,0,0,0,0,0,0,0,0,0,0,0,0
621,855126.2135,0,0,0,0,0,479.1968112,-59.52755419,0,0,0,0,0,0,0,0,0,0,0,0
622,868175.8553,0,0,0,0,0,987.6523017,-2550.206689,0,0,0,0,0,0,0,0,0,0,0,0
623,209819.2648,0,0,0,0,0,113.8815152,-16.83465878,0,0,0,0,0,0,0,0,0,0,0,0
624,172243.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711AS,64205.43478,0,0,3970.008481,0,0,1469.060678,-988.5636198,0,0,0,0,0,0,0,0,0,0,0,0
713,168055.0317,0,0,0,0,0,1.967465864,0,0,0,0,0,0,0,0,0,0,0,0,0
721,127985.3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,578347.9976,0,0,0,0,0,2527.949905,0,0,0,0,0,0,0,0,0,0,0,0,0
81,509022.5921,0,0,0,0,0,317.0559679,-3272.33073,0,0,0,0,0,0,0,0,0,0,0,0
GFGD,0,0,0,0,0,0,0,0,607146.3988,0,0,0,0,0,0,0,0,0,0,0
GFGN,0,0,0,0,0,0,0,0,0,0,0,0,340346.6265,0,0,0,0,0,0,0
GFE,7296.120048,0,0,0,0,0,371.5028297,-444.8257566,0,0,0,0,0,0,0,0,0,0,0,0
GSLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523078.27,0,0,0
GSLE,60400.24039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Used,60762.18642,-2112.66266,-102470.0458,0,-613.3219186,5728.603923,27904.6706,-15045.58408,0,-3.937861436,0,0,0,-485.3414219,-719.6441773,0,0,3187.698832,-5684.302982,0
Other,-88355.76596,0,0,5131.033451,0,0,175489.8104,-212030.2111,0,0,0,0,0,0,0,0,0,0,0,0
