caso,h,S,alfa_coperto,r_produzione,r_consumo,r_investimento_tipo,r_stock_tipo,r_importazioni,r_scorte,origine
P1|E6|agg+ind|T2,1,1.644540029,1,1.253704332,1.853437263,0.6628832153,0.1343243534,6.20981065,5.117958786,2016
P1|E6|agg+ind|T3,1,1.666836096,1,1.253704332,1.853437263,0.6628832153,0.1343243534,6.20981065,5.563880141,2016
P1|E6|agg|T1,1,2.422551508,1,1.777408759,3.545602599,1.020051802,0.0958291124,6.611693688,5.629402878,2016
P1|E6|agg|T2,1,2.067975998,1,1.68957973,2.655915798,0.526111393,0.2344989677,5.964610702,6.748492577,2016
P1|E6|agg|T3,1,1.889540951,1,1.595847721,2.714242999,0.5120513146,0.234936353,4.531593565,4.880603163,2016
P1|E6|ind|T1,1,1.838274755,1,1.399815616,2.093284436,1.140641053,0.2180680786,6.191192548,4.617001867,2016
P1|E6|ind|T2,1,1.882242116,1,1.265902708,1.885592963,1.24486462,0.237514433,6.443749911,6.837631032,2016
P1|E6|ind|T3,1,1.797286202,1,1.266355944,1.888291244,1.234165075,0.2362595043,6.429853795,5.178807813,2016
P1|E6|nessuna|T1,1,3.180318784,1,1.993727055,3.923130885,3.875232726,1.181907434,5.635073949,4.605408309,2016
P1|E6|nessuna|T2,1,4.52615996,1,2.636858109,1.821461896,10.92866377,2.009673913,8.650349862,7.388926413,2016
P1|E6|nessuna|T3,1,4.264213425,1,2.242760347,1.810560544,10.04060766,2.597096262,8.203633987,7.404086012,2016
P1|largo|agg+ind|T1,1,1.911789979,1,1.524872911,2.20625399,0.8860042322,0.1059412338,7.076764053,5.016374723,2016
P1|largo|agg+ind|T2,1,1.734333979,1,1.351609521,1.932294339,0.6928456014,0.136157519,7.056479791,4.883079183,2016
P1|largo|agg+ind|T3,1,1.742702239,1,1.351609521,1.932294339,0.6928456015,0.136157519,7.056479791,5.050444379,2016
P1|largo|agg|T1,1,2.431785447,1,2.102497683,3.457420186,1.020051802,0.0958291124,6.144048268,4.860288033,2016
P1|largo|agg|T2,1,2.397589023,1,2.078101051,3.296287813,0.6454428609,0.2400739625,6.467718803,6.175809109,2016
P1|largo|agg|T3,1,2.321838384,1,2.078101051,3.296287813,0.645442861,0.2400739625,6.467718803,4.660796337,2016
P1|largo|ind|T1,1,1.902087898,1,1.525987159,2.203765219,1.111477092,0.1667856992,7.043787684,3.839976233,2016
P1|largo|ind|T2,1,1.852181199,1,1.356067458,1.931709555,1.24541079,0.2381379953,6.954240401,4.904802346,2016
P1|largo|ind|T3,1,1.856373435,1,1.356067458,1.931709555,1.245410789,0.2381379953,6.954240401,4.988647078,2016
P1|largo|nessuna|T1,1,3.833400641,1,2.472018815,3.96772243,5.887134851,1.654395979,5.471931224,5.700302768,2016
P1|largo|nessuna|T2,1,4.639319303,1,2.790523938,2.053201283,11.05657914,2.082173289,8.018603425,7.314768199,2016
P1|largo|nessuna|T3,1,3.95184478,1,2.232368873,2.107818838,8.439730685,2.428330324,6.597401021,7.78278493,2016
P1|stretto|agg+ind|T1,1,1.793840381,1,1.19016573,2.557544168,0.7982228315,0.1421576163,3.983401803,5.92993987,2016
P1|stretto|agg+ind|T2,1,1.753473967,1,1.153175419,2.360029813,0.6497619879,0.1386954218,4.940963901,6.172845261,2016
P1|stretto|agg+ind|T3,1,1.744600835,1,1.153175419,2.360029813,0.6497619879,0.1386954218,4.940963901,5.995382619,2016
P1|stretto|agg|T1,1,2.074193595,1,1.383967579,2.915344632,1.020051802,0.0958291124,5.969074122,5.447059074,2016
P1|stretto|agg|T2,1,1.971898823,1,1.499923326,2.898769704,0.2789138434,0.2117799772,5.110932433,6.395670508,2016
P1|stretto|agg|T3,1,1.927052062,1,1.499923326,2.898769704,0.2789138434,0.2117799772,5.110932433,5.498735301,2016
P1|stretto|ind|T1,1,1.888858722,1,1.17374313,2.553070005,1.205053153,0.2267059753,4.042921484,6.099749586,2016
P1|stretto|ind|T2,1,1.874608916,1,1.176911953,2.346322166,1.20587119,0.2313040442,5.172238081,5.894442677,2016
P1|stretto|ind|T3,1,1.87476076,1,1.176911953,2.346322166,1.20587119,0.2313040442,5.17223808,5.897479561,2016
P1|stretto|nessuna|T1,1,3.723717708,1,2.208536452,2.9640381,7.544483988,1.40661788,4.85623162,5.591503529,2016
P1|stretto|nessuna|T2,1,3.984932805,1,2.114601486,1.472344683,9.941020781,1.710706067,8.093353119,6.898130706,2016
P1|stretto|nessuna|T3,1,4.469296144,1,2.20173401,1.488741579,11.62326921,2.740121882,8.177038341,7.09271041,2016
P1|tetto100|agg+ind|T1,1,1.478991184,1,1.746308763,1.124531232,0.4117617318,0.140882228,2.26660878,8.159363537,2016
P1|tetto100|agg+ind|T2,1,1.470918348,1,1.741617227,1.124863848,0.3809143279,0.1387657482,2.260157933,8.158133772,2016
P1|tetto100|agg+ind|T3,1,1.470918348,1,1.741617227,1.124863848,0.3809143279,0.1387657482,2.260157933,8.158133772,2016
P1|tetto100|agg|T1,1,2.143430956,1,2.448539973,1.129998323,1.754978556,0.3662631173,3.986456922,9.658491964,2016
P1|tetto100|agg|T2,1,1.367516435,1,1.488085017,1.112250997,0.1777836618,0.2333205122,4.095539698,6.474997252,2016
P1|tetto100|agg|T3,1,1.349630455,1,1.488085017,1.112250997,0.1777836618,0.2333205122,4.095539698,6.117277648,2016
P1|tetto100|ind|T1,1,1.557965003,1,1.712717241,1.125287826,0.7904194041,0.1819427919,2.55502255,8.05068391,2016
P1|tetto100|ind|T2,1,1.64690627,1,1.671517143,1.123709435,1.211933652,0.2286110498,2.955323144,7.906486092,2016
P1|tetto100|ind|T3,1,1.646921273,1,1.671294433,1.123687062,1.212115751,0.2286348051,2.957130643,7.905673236,2016
P1|tetto100|nessuna|T1,1,5.58911757,1,4.374818141,1.13110985,13.09140657,2.567189659,9.392423595,11.85435425,2016
P1|tetto100|nessuna|T2,1,3.605410935,1,1.790700953,1.117059444,9.731587972,1.627529785,7.487983627,4.992261237,2016
P1|tetto100|nessuna|T3,1,4.264146706,1,1.971114319,1.128956429,11.61184412,2.753880516,7.080625663,7.646746487,2016
P1|tetto110|agg+ind|T1,1,1.786172331,1,1.183908799,2.538432608,0.7849468581,0.1428772884,3.952939982,6.010916179,2016
P1|tetto110|agg+ind|T2,1,1.745612733,1,1.143069457,2.375367355,0.6256342044,0.1370418135,4.938430933,6.086582412,2016
P1|tetto110|agg+ind|T3,1,1.749147711,1,1.143069457,2.375367355,0.6256342044,0.1370418135,4.938430933,6.157281971,2016
P1|tetto110|agg|T1,1,2.074193595,1,1.383967579,2.915344632,1.020051802,0.0958291124,5.969074122,5.447059074,2016
P1|tetto110|agg|T2,1,1.964183232,1,1.501500374,2.898825427,0.2789330147,0.2117172985,5.11186543,6.230677736,2016
P1|tetto110|agg|T3,1,1.928334115,1,1.501500374,2.898825427,0.2789330147,0.2117172985,5.11186543,5.513695409,2016
P1|tetto110|ind|T1,1,1.842446473,1,1.212558354,2.554095279,1.074421425,0.2141641556,4.541207655,4.981785991,2016
P1|tetto110|ind|T2,1,1.865413871,1,1.186037324,2.352214423,1.183098948,0.2298967366,4.856957831,6.029619848,2016
P1|tetto110|ind|T3,1,1.860739656,1,1.176556943,2.346612219,1.18620664,0.2301714773,5.250838902,5.619769725,2016
P1|tetto110|nessuna|T1,1,3.727559771,1,2.208536452,2.9640381,7.544483988,1.40661788,4.85623162,5.668344785,2016
P1|tetto110|nessuna|T2,1,3.984932805,1,2.114601486,1.472344683,9.941020781,1.710706067,8.093353119,6.898130706,2016
P1|tetto110|nessuna|T3,1,4.514325734,1,2.216320778,1.491902131,11.73297422,2.747121998,8.110438715,7.50059762,2016
P2|inv1.0|m0.0|S0.0|T1,1,1.216672787,1,0.9173841622,1.111370217,0.6525219301,0.2801745523,3.39992013,5.59057251,2016
P2|inv1.0|m0.0|S0.0|T3,1,1.296599664,1,0.9193628053,1.112405558,0.6525219301,0.2801745523,4.375627959,6.195318322,2016
P2|inv1.0|m1.0|S1.0|T1,1,0.8525840433,1,0.9185849066,1.118234562,0.6525219301,0.2801745523,0.9954074592,0.6649197719,2016
P2|inv1.0|m1.0|S1.0|T3,1,0.853215171,1,0.9194716869,1.11945154,0.6525219301,0.2801745523,0.9954074592,0.6649197719,2016
P2|lx0.5|li0.1|T1,1,1.261991183,1,0.9143506169,1.099943546,1,0.1741996733,3.14275439,5.662904957,2016
P2|lx0.5|li0.1|T3,1,1.192646473,1,0.9114642488,1.1001655,1,0.1741996733,2.069509093,5.365242516,2016
P2|lx0.5|li0.5|T1,1,1.316080889,1,0.9143911822,1.09993747,1,0.1741996733,3.327357215,6.559889303,2016
P2|lx0.5|li0.5|T3,1,1.2626523,1,0.9114639613,1.100165483,1,0.1741996733,2.069517972,6.765352008,2016
P2|lx2.0|li0.1|T1,1,1.283260081,1,0.888548342,1.068786615,1,0.1741996733,3.497545818,6.075246705,2016
P2|lx2.0|li0.1|T3,1,1.167661189,1,0.8896542669,1.062633501,1,0.1741996733,2.070697843,5.220399984,2016
P2|lx2.0|li0.5|T1,1,1.319372873,1,0.888548342,1.068786615,1,0.1741996733,3.497545818,6.797502558,2016
P2|lx2.0|li0.5|T3,1,1.16253946,1,0.8896542669,1.062633501,1,0.1741996733,2.070697849,5.117965391,2016
P2|uniformi|li0.5|T1,1,1.141940345,1,0.7972773236,0.5604978629,1,0.1741996733,3.594721131,6.749035304,2016
P3|q25,1,2.217238249,1,1.871290292,2.850462305,1.020051802,0.0958291124,6.714296562,5.028087411,2016
P3|q75,1,2.467710804,1,1.794684505,3.910220955,0.9678063658,0.06798878543,6.014093787,5.103486505,2016
condizionata|P1|E6|agg|T1,1,2.205570416,1,1.435414402,3.445531838,1.020051802,0.09582911239,4.545046214,6.008819235,2016
persistenza,1,1,1,1,1,1,1,1,1,2016
trend_mobile,1,0.5537617247,1,0.7916472864,0.5049791879,0.1657283976,0.1283683408,1.400920414,0.9749049622,2016
ultimo_tasso,1,0.8415074584,1,0.9818344162,0.8079775223,0.8403737394,0.139082024,1.502902022,0.9487165094,2016
P0,1,0.4566087702,1,0.5231924747,0.5153913844,0.3221181515,0.1397038859,0.6142078244,0.718584046,2017
P1|E6|agg+ind|T1,1,1.476691634,1,1.173887286,1.688479349,0.7530973287,0.1080969169,4.480290601,4.650759125,2017
P1|E6|agg+ind|T2,1,1.650847944,1,1.226977661,2.058362439,0.6240704032,0.1172579892,5.63945164,4.934669052,2017
P1|E6|agg+ind|T3,1,1.641673,1,1.226977661,2.058362439,0.6240704032,0.1172579892,5.63945164,4.751170175,2017
P1|E6|agg|T1,1,2.217458293,1,1.58608635,3.316674782,1.28138861,0.1784985179,4.110282535,5.339765068,2017
P1|E6|agg|T2,1,1.891816653,1,1.463652218,2.958408307,0.5905598006,0.06682804671,3.84394634,4.964128285,2017
P1|E6|agg|T3,1,1.892680113,1,1.463652218,2.958408307,0.5905598006,0.06682804671,3.84394634,4.981397478,2017
P1|E6|ind|T1,1,1.483218853,1,1.177613253,1.693974796,0.7705927732,0.1099516715,4.476794433,4.6557799,2017
P1|E6|ind|T2,1,1.681598933,1,1.228995412,2.071373452,0.7477512267,0.1318055289,5.686910353,4.88823916,2017
P1|E6|ind|T3,1,1.665553027,1,1.228995412,2.071373452,0.7477512267,0.1318055289,5.686910353,4.567321039,2017
P1|E6|nessuna|T1,1,3.802261412,1,2.324742481,3.304233883,7.707658304,1.173560696,5.382191316,3.711424135,2017
P1|E6|nessuna|T2,1,4.527037832,1,1.753275515,1.165493769,12.86088998,2.37859732,12.48369153,4.343694868,2017
P1|E6|nessuna|T3,1,3.709758897,1,1.648323336,1.103636296,9.851228323,1.157500989,12.27606582,3.687439049,2017
P1|largo|agg+ind|T1,1,1.486922921,1,1.230660374,1.605486239,0.7223388071,0.1052810966,5.624512443,3.997148871,2017
P1|largo|agg+ind|T2,1,1.526238033,1,1.238992585,1.605853018,0.6305667355,0.1146457884,5.856435535,4.847692981,2017
P1|largo|agg+ind|T3,1,1.487039917,1,1.238992585,1.605853018,0.6305667355,0.1146457884,5.856435535,4.063730677,2017
P1|largo|agg|T1,1,2.223179002,1,1.748382329,3.398907684,1.140482284,0.1611908458,3.881412295,4.81411684,2017
P1|largo|agg|T2,1,2.049489489,1,1.640586971,3.286845876,0.6374518695,0.07596187371,4.005008991,4.718452481,2017
P1|largo|agg|T3,1,2.049489489,1,1.640586971,3.286845876,0.6374518695,0.07596187371,4.005008991,4.718452481,2017
P1|largo|ind|T1,1,1.49423592,1,1.232520822,1.620279548,0.7411247878,0.1079024629,5.603848681,3.983763426,2017
P1|largo|ind|T2,1,1.497982637,1,1.229563115,1.59596378,0.726819093,0.1258836815,5.825345452,4.022102191,2017
P1|largo|ind|T3,1,1.4936803,1,1.229563115,1.59596378,0.726819093,0.1258836815,5.825345452,3.936055456,2017
P1|largo|nessuna|T1,1,3.770531842,1,2.678558843,3.571128095,6.735614035,1.127528349,5.650382442,3.064619936,2017
P1|largo|nessuna|T2,1,4.407324496,1,1.743518316,1.165051363,12.61030184,2.348195626,11.9798567,3.57761653,2017
P1|largo|nessuna|T3,1,3.68150824,1,1.634522646,1.090052459,9.73623336,1.125625488,12.19471644,3.891813307,2017
P1|stretto|agg+ind|T1,1,1.507347947,1,1.041336916,1.941194651,0.675958336,0.09592013317,4.780602882,4.57549305,2017
P1|stretto|agg+ind|T2,1,1.548365473,1,1.038808854,1.986019525,0.6023146124,0.1147888487,4.943943305,5.23555973,2017
P1|stretto|agg+ind|T3,1,1.52847309,1,1.038808854,1.986019525,0.6023146124,0.1147888487,4.943943305,4.837712079,2017
P1|stretto|agg|T1,1,2.05357432,1,1.511630337,2.555131647,1.396938102,0.1926915835,4.854738614,5.8430403,2017
P1|stretto|agg|T2,1,1.832210242,1,1.466994344,2.455319279,0.4937950664,0.09021881664,4.991816937,5.962888271,2017
P1|stretto|agg|T3,1,1.832210242,1,1.466994344,2.455319279,0.4937950664,0.09021881664,4.991816937,5.962888271,2017
P1|stretto|ind|T1,1,1.519756094,1,1.04408377,1.938511709,0.7093187709,0.0994173992,4.789848892,4.67359024,2017
P1|stretto|ind|T2,1,1.591060132,1,1.0539239,2.00704895,0.8123729016,0.1385098714,5.038648879,4.890205319,2017
P1|stretto|ind|T3,1,1.555760269,1,1.0539239,2.00704895,0.8123729017,0.1385098714,5.038648879,4.184208046,2017
P1|stretto|nessuna|T1,1,3.437888089,1,2.437341086,2.765868764,7.207009377,1.48084891,1.579137705,4.169629636,2017
P1|stretto|nessuna|T2,1,4.234592168,1,1.708870626,1.131916978,12.05363861,2.274452098,11.52826444,3.355394642,2017
P1|stretto|nessuna|T3,1,3.743734726,1,1.652949429,1.106916998,9.897515113,1.180770839,12.29705517,4.066838655,2017
P1|tetto100|agg+ind|T1,1,1.084858051,1,0.9386627714,0.758763174,0.6324462318,0.1462594779,4.083373319,4.606928138,2017
P1|tetto100|agg+ind|T2,1,1.126827349,1,0.9549254735,0.7584196474,0.6202018909,0.1784268938,4.054925416,5.36388948,2017
P1|tetto100|agg+ind|T3,1,1.081788033,1,0.9552995415,0.7584239232,0.6201931667,0.178431142,4.041260535,4.474524387,2017
P1|tetto100|agg|T1,1,2.055704432,1,2.500152446,0.7200051671,1.879378143,0.2519502011,5.250732401,8.520997586,2017
P1|tetto100|agg|T2,1,1.324488564,1,1.769383593,0.7395075121,0.3704567792,0.1649046357,2.652163285,6.972624988,2017
P1|tetto100|agg|T3,1,1.324337119,1,1.768372872,0.7395072876,0.3704567792,0.1649046357,2.656751625,6.971073417,2017
P1|tetto100|ind|T1,1,1.049376641,1,0.9405267123,0.7587400268,0.6317533253,0.1462190671,4.02566964,3.946811301,2017
P1|tetto100|ind|T2,1,1.099896266,1,0.9327849045,0.7586423478,0.714642069,0.193842514,4.016501913,4.586606586,2017
P1|tetto100|ind|T3,1,1.130139522,1,0.9327849045,0.7586423478,0.714642069,0.193842514,4.016501913,5.191471708,2017
P1|tetto100|nessuna|T1,1,3.882848384,1,4.726157964,0.689470628,7.642715161,1.722035607,1.695370478,9.452893799,2017
P1|tetto100|nessuna|T2,1,4.407520092,1,1.592572317,0.80517001,13.10882328,2.358683364,13.36113273,3.25015532,2017
P1|tetto100|nessuna|T3,1,3.504007878,1,1.527383448,0.7972606828,9.608302001,1.131891404,11.95950448,3.475797474,2017
P1|tetto110|agg+ind|T1,1,1.501797883,1,1.038199546,1.928637759,0.6524766403,0.1178888239,4.799672361,4.589577262,2017
P1|tetto110|agg+ind|T2,1,1.552035202,1,1.038180245,1.986413594,0.6012056119,0.1449001721,4.926055513,5.272462696,2017
P1|tetto110|agg+ind|T3,1,1.530440377,1,1.038180245,1.986413594,0.6012056119,0.1449001721,4.926055513,4.840566211,2017
P1|tetto110|agg|T1,1,1.900873624,1,1.514600651,2.621968471,1.400103351,0.1930803744,1.797440105,5.414043484,2017
P1|tetto110|agg|T2,1,1.72309718,1,1.478542332,2.563159973,0.552861959,0.1027337407,2.463821204,5.330993253,2017
P1|tetto110|agg|T3,1,1.711141269,1,1.478542332,2.563159973,0.552861959,0.1027337407,2.463821204,5.091875027,2017
P1|tetto110|ind|T1,1,1.499663161,1,1.095926831,1.978624989,0.6618890352,0.1192651964,4.537848227,4.122017544,2017
P1|tetto110|ind|T2,1,1.570888267,1,1.046572868,1.981284943,0.7980229317,0.1673866321,4.954749353,4.769004131,2017
P1|tetto110|ind|T3,1,1.536964671,1,1.046572868,1.981284943,0.7980229317,0.1673866321,4.954749353,4.0905322,2017
P1|tetto110|nessuna|T1,1,3.437888089,1,2.437341086,2.765868764,7.207009377,1.48084891,1.579137705,4.169629636,2017
P1|tetto110|nessuna|T2,1,4.511471388,1,1.737919539,1.13902299,13.02068764,2.382965763,13.07386242,3.045228083,2017
P1|tetto110|nessuna|T3,1,3.760459098,1,1.652949429,1.106916998,9.897515113,1.180770839,12.29705517,4.401326106,2017
P2|inv1.0|m0.0|S0.0|T1,1,0.8276745096,1,0.6634934237,0.7647201925,0.3338268649,0.1382573789,1.384180564,4.988205714,2017
P2|inv1.0|m0.0|S0.0|T3,1,0.7710946658,1,0.6773344642,0.7637963387,0.2164204368,0.129983437,1.362058699,4.287401179,2017
P2|inv1.0|m1.0|S1.0|T1,1,0.5932527683,1,0.6548516453,0.7673692945,0.4415878134,0.1458515783,0.5591604227,0.7145148949,2017
P2|inv1.0|m1.0|S1.0|T3,1,0.5573862746,1,0.6722266993,0.7655971281,0.2457515609,0.132050479,0.5591604309,0.7145148949,2017
P2|lx0.5|li0.1|T1,1,1.020632709,1,0.6785213284,0.7637585721,1,0.2079820057,2.351899743,4.991111027,2017
P2|lx0.5|li0.1|T3,1,0.9504017329,1,0.6692788615,0.7640441521,1,0.2079820057,1.598612624,4.39351994,2017
P2|lx0.5|li0.5|T1,1,1.017140559,1,0.6785213284,0.7637585721,1,0.2079820057,2.351899743,4.921268017,2017
P2|lx0.5|li0.5|T3,1,0.9726231001,1,0.669278835,0.7640441536,1,0.2079820057,1.598614514,4.837945545,2017
P2|lx2.0|li0.1|T1,1,1.015512586,1,0.6657726841,0.7529401402,1,0.2079820057,2.398182783,4.983827986,2017
P2|lx2.0|li0.1|T3,1,0.9888863026,1,0.6641445212,0.7530139163,1,0.2079820057,1.946565058,4.912246357,2017
P2|lx2.0|li0.5|T1,1,1.015512586,1,0.6657726841,0.7529401402,1,0.2079820057,2.398182783,4.983827986,2017
P2|lx2.0|li0.5|T3,1,0.9847350875,1,0.6641445212,0.7530139163,1,0.2079820057,1.946565058,4.829222055,2017
P2|uniformi|li0.5|T1,1,1.106075774,1,0.9402662172,0.5893732112,1,0.2079820057,4.440562848,4.087152041,2017
P3|q25,1,2.220741773,1,1.622932985,3.010108017,1.732114653,0.2338616718,3.757998936,5.462408552,2017
P3|q75,1,2.110501166,1,1.555483833,3.395821248,0.9377612682,0.1064409126,3.419758238,5.118507699,2017
condizionata|P1|E6|agg|T1,1,2.039258504,1,1.500903077,3.287638582,1.054005202,0.1505687749,2.494507216,5.042254547,2017
persistenza,1,1,1,1,1,1,1,1,1,2017
trend_mobile,1,0.510090425,1,0.5912767132,0.5024299133,0.499304476,0.09298020511,0.5978539532,0.8585364743,2017
ultimo_tasso,1,0.506367567,1,0.609013884,0.5734168903,0.3085282745,0.1397038859,0.963124504,0.5561213193,2017
P0,1,0.660964756,1,0.7976925964,0.6357443109,0.5974513086,0.08858898572,1.313432772,0.7382576978,2018
P1|E6|agg+ind|T1,1,1.548939188,1,1.385898732,2.008626065,1.112644077,0.1120460161,4.936966643,1,2018
P1|E6|agg+ind|T2,1,1.548939188,1,1.385898732,2.008626065,1.112644077,0.1120460161,4.936966643,1,2018
P1|E6|agg+ind|T3,1,1.54896403,1,1.385335231,2.009329645,1.112638702,0.1120440726,4.936648384,1,2018
P1|E6|agg|T1,1,2.245842794,1,1.842769866,3.07844517,1.956886915,0.2006512128,6.160715566,1,2018
P1|E6|agg|T2,1,1.971840878,1,1.806005916,2.726948763,1.01368687,0.1089745737,6.966392845,1,2018
P1|E6|agg|T3,1,1.982268613,1,1.816759008,2.729725597,1.044562353,0.1201398208,6.947935566,1,2018
P1|E6|ind|T1,1,1.556700801,1,1.385378521,2.00932333,1.145972777,0.1180464542,4.945820901,1,2018
P1|E6|ind|T2,1,1.560449043,1,1.384793393,2.010066802,1.160526192,0.1230047753,4.951705366,1,2018
P1|E6|ind|T3,1,1.560449043,1,1.384793393,2.010066802,1.160526192,0.1230047753,4.951705366,1,2018
P1|E6|nessuna|T1,1,7.651801184,1,3.583933833,3.426520389,22.61495351,2.096298727,15.32088685,1,2018
P1|E6|nessuna|T2,1,7.601434882,1,2.670895102,1.416054401,25.91676652,3.581581283,15.67677196,1,2018
P1|E6|nessuna|T3,1,6.716948827,1,2.637754931,1.605868057,21.9210657,2.008922726,16.17513034,1,2018
P1|largo|agg+ind|T1,1,1.437830027,1,1.417119413,1.655776103,1.114853134,0.1128448594,4.634125178,1,2018
P1|largo|agg+ind|T2,1,1.468496505,1,1.352431424,1.664493989,1.116256403,0.113352312,5.576647384,1,2018
P1|largo|agg+ind|T3,1,1.423343209,1,1.367918186,1.699818986,1.114282886,0.1126386452,4.378032323,1,2018
P1|largo|agg|T1,1,2.419183408,1,2.194299119,3.202645769,1.956886915,0.2006512128,6.773148742,1,2018
P1|largo|agg|T2,1,1.957150052,1,1.692133183,2.601341262,1.044562353,0.1201398208,7.963625328,1,2018
P1|largo|agg|T3,1,1.940190778,1,1.709083886,2.605762557,1.044562353,0.1201398208,7.496207851,1,2018
P1|largo|ind|T1,1,1.406969997,1,1.370323937,1.640646509,1.144051943,0.117351839,4.262665808,1,2018
P1|largo|ind|T2,1,1.453537628,1,1.41257819,1.597502745,1.162085152,0.1234892093,5.114947923,1,2018
P1|largo|ind|T3,1,1.410481713,1,1.369844374,1.639350602,1.16187082,0.1234226073,4.260135903,1,2018
P1|largo|nessuna|T1,1,7.714040084,1,3.681715649,3.660783242,22.33480271,2.063102699,15.76039208,1,2018
P1|largo|nessuna|T2,1,7.766827603,1,2.778117862,1.544559029,26.39583328,3.604730414,15.60769676,1,2018
P1|largo|nessuna|T3,1,6.843450885,1,2.729220031,1.720703782,22.23864352,2.023160346,16.16858006,1,2018
P1|stretto|agg+ind|T1,1,1.405183731,1,1.17948791,1.754728664,1.113294039,0.1122810567,4.820636911,1,2018
P1|stretto|agg+ind|T2,1,1.40526087,1,1.17960031,1.754588103,1.113289982,0.1122795894,4.822367831,1,2018
P1|stretto|agg+ind|T3,1,1.40526087,1,1.17960031,1.754588103,1.113289982,0.1122795894,4.822367831,1,2018
P1|stretto|agg|T1,1,1.937893775,1,1.50071686,2.383526118,1.956886915,0.2006512128,6.223567551,1,2018
P1|stretto|agg|T2,1,1.718025065,1,1.428776271,2.324427712,1.090101838,0.1316611461,6.217547761,1,2018
P1|stretto|agg|T3,1,1.718025065,1,1.428776271,2.324427712,1.090101838,0.1316611461,6.217547761,1,2018
P1|stretto|ind|T1,1,1.413673636,1,1.175824911,1.751458481,1.160965203,0.1231411944,4.819629173,1,2018
P1|stretto|ind|T2,1,1.41375129,1,1.175937673,1.751318243,1.16096237,0.1231403139,4.821360193,1,2018
P1|stretto|ind|T3,1,1.41375129,1,1.175937673,1.751318243,1.16096237,0.1231403139,4.821360193,1,2018
P1|stretto|nessuna|T1,1,8.0197241,1,3.57609108,2.724121435,25.25728193,2.263814183,16.03645081,1,2018
P1|stretto|nessuna|T2,1,7.701836743,1,2.626214595,1.54178563,26.28486012,3.601122632,15.68704776,1,2018
P1|stretto|nessuna|T3,1,6.763034654,1,2.554408504,1.572067074,22.41275213,2.042841595,15.76514789,1,2018
P1|tetto100|agg+ind|T1,1,0.9250783337,1,0.9086181366,0.5309823176,1.116534115,0.1085059938,4.180815502,1,2018
P1|tetto100|agg+ind|T2,1,0.9250783337,1,0.9086181366,0.5309823176,1.116534115,0.1085059938,4.180815502,1,2018
P1|tetto100|agg+ind|T3,1,0.9250783337,1,0.9086181366,0.5309823176,1.116534115,0.1085059938,4.180815502,1,2018
P1|tetto100|agg|T1,1,1.363848504,1,1.399194372,0.5274026024,1.956886915,0.2006512128,6.488538152,1,2018
P1|tetto100|agg|T2,1,1.144008112,1,1.130097341,0.5209034995,1.105025963,0.1370580348,7.279937274,1,2018
P1|tetto100|agg|T3,1,1.144008112,1,1.130097341,0.5209034995,1.105025963,0.1370580348,7.279937274,1,2018
P1|tetto100|ind|T1,1,0.9313201314,1,0.907837255,0.531049392,1.14393505,0.1178492153,4.181644113,1,2018
P1|tetto100|ind|T2,1,0.9313201314,1,0.907837255,0.531049392,1.14393505,0.1178492153,4.181644113,1,2018
P1|tetto100|ind|T3,1,0.9313201314,1,0.907837255,0.531049392,1.14393505,0.1178492153,4.181644113,1,2018
P1|tetto100|nessuna|T1,1,5.872180699,1,3.178017093,0.5468315967,19.6801666,1.823779004,11.72629745,1,2018
P1|tetto100|nessuna|T2,1,6.949903095,1,2.182030306,0.5432379263,24.8944122,3.541884018,14.98503568,1,2018
P1|tetto100|nessuna|T3,1,6.030550777,1,2.154922036,0.5452552625,21.11527342,1.976507758,14.99584257,1,2018
P1|tetto110|agg+ind|T1,1,1.433980757,1,1.230902402,1.805544394,1.11340312,0.1123205026,4.782680877,1,2018
P1|tetto110|agg+ind|T2,1,1.428204708,1,1.216697499,1.798370713,1.113288394,0.1122790152,4.795973285,1,2018
P1|tetto110|agg+ind|T3,1,1.428204708,1,1.216697499,1.798370713,1.113288394,0.1122790152,4.795973285,1,2018
P1|tetto110|agg|T1,1,1.982819674,1,1.531425536,2.504289348,1.956886915,0.2006512128,6.213254096,1,2018
P1|tetto110|agg|T2,1,1.718025065,1,1.428776271,2.324427712,1.090101838,0.1316611461,6.217547761,1,2018
P1|tetto110|agg|T3,1,1.718025065,1,1.428776271,2.324427712,1.090101838,0.1316611461,6.217547761,1,2018
P1|tetto110|ind|T1,1,1.442567711,1,1.227555839,1.802380704,1.161044195,0.1231657404,4.781226693,1,2018
P1|tetto110|ind|T2,1,1.436660665,1,1.212798043,1.79450678,1.160961996,0.1231401979,4.799255987,1,2018
P1|tetto110|ind|T3,1,1.442927405,1,1.228653919,1.803375775,1.161049248,0.1231673106,4.775838315,1,2018
P1|tetto110|nessuna|T1,1,8.0197241,1,3.57609108,2.724121435,25.25728193,2.263814183,16.03645081,1,2018
P1|tetto110|nessuna|T2,1,7.39459395,1,2.517038984,1.290530774,25.28634043,3.549745102,15.80160854,1,2018
P1|tetto110|nessuna|T3,1,6.582605677,1,2.538312993,1.50828741,21.55049481,1.991374156,16.18778355,1,2018
P2|inv1.0|m0.0|S0.0|T1,1,0.8517626569,1,0.808089578,0.5485859817,1,0.07312259003,3.748954601,1,2018
