industria_io,tipo,anno,K_corrente,K_2012,I_corrente,I_2012,D_corrente,D_2012,K_inizio_2012,altre_variazioni_2012,delta,altre_variazioni_rel
524,N,2012,44527,44527,24291,24291,20252,20252,40540.66977,-52.66977112,0.4995477409,-0.001299183546
524,N,2013,49115,49261.84164,27068,27522.52271,22351,22733.17419,44527,-54.50687849,0.5105480762,-0.001224130943
524,N,2014,51185,51821.26907,26346,27161.13725,23794,24588.61135,49261.84164,-13.09847702,0.4991411309,-0.0002658949927
524,N,2015,54339,55661.9064,28524,29867.00109,24720,26000.97351,51821.26907,-25.39024881,0.5017432798,-0.0004899580667
524,N,2016,58974,60820.36851,31228,33067.79509,26128,27887.31997,55661.9064,-22.01301992,0.5010126633,-0.0003954772903
524,S,2011,152897,155229.9235,1457,1497.521343,3952,4058.685708,,,,
524,S,2012,152643,152643,1708,1708,3994,3994,155229.9235,-300.9234872,0.02572957527,-0.001938566228
524,S,2013,155377,150783.5414,2124,2092.234947,4011,3932.939503,152643,-18.75400368,0.02576560669,-0.0001228618651
524,S,2014,158153,150027.4537,3287,3153.22681,4084,3892.57328,150783.5414,-16.74125119,0.02581563772,-0.0001110283724
524,S,2015,162505,151451.5336,5698,5333.743027,4176,3898.21071,150027.4537,-11.4524118,0.02598331581,-7.633544073e-05
524,S,2016,164734,151380.1354,4179,3852.087916,4245,3912.720469,151451.5336,-10.76563314,0.02583480257,-7.10830249e-05
525,E,2011,1075,1076.318711,162,163.0693362,162,164.4496032,,,,
525,E,2012,1098,1098,197,197,175,175,1076.318711,-0.3187111529,0.1625912457,-0.0002961122478
525,E,2013,989,987.8882172,63,62.00703463,172,175.3684524,1098,3.249634941,0.159716259,0.002959594664
525,E,2014,896,891.5188396,62,64.02092352,159,161.2565476,987.8882172,0.8662465334,0.1632335975,0.0008768669555
525,E,2015,824,833.532781,85,88.85952381,143,149.0696429,891.5188396,2.224060413,0.1672086289,0.002494686948
525,E,2016,792,815.464359,112,122.5770924,135,140.8835317,833.532781,0.2380174212,0.1690197854,0.0002855525621
525,N,2011,727,721.2405543,467,463.4304524,267,262.4033004,,,,
525,N,2012,1131,1131,807,807,397,397,721.2405543,-0.2405542956,0.5504404843,-0.0003335285214
525,N,2013,986,985.9005377,305,305.8745811,449,451.7198909,1131,0.7458475652,0.3993986657,0.0006594585015
525,N,2014,928,931.4179277,345,349.734154,400,405.1313922,985.9005377,0.9146282027,0.4109252168,0.0009277083923
525,N,2015,1031,1045.887543,525,536.0213629,413,420.8397057,931.4179277,-0.7120415476,0.4518269331,-0.00076447052
525,N,2016,1334,1367.596526,822,853.5101542,512,530.1280551,1045.887543,-1.673116946,0.5068690783,-0.001599710176
525,S,2011,38517,39043.15067,143,146.020979,962,987.7197814,,,,
525,S,2012,38200,38200,129,129,967,967,39043.15067,-5.15067121,0.02476746839,-0.0001319225299
525,S,2013,38346,37270.56406,21,20.74825175,961,943.7078293,38200,-6.476365128,0.02470439344,-0.0001695383541
525,S,2014,38317,36376.89671,33,31.57342657,963,921.1845391,37270.56406,-4.056230653,0.02471614161,-0.0001088320168
525,S,2015,38061,35479.69097,7,6.314685315,962,897.8825058,36376.89671,-5.637925077,0.0246827681,-0.0001549864223
525,S,2016,37731,34633.99589,39,36.08391608,952,876.26097,35479.69097,-5.518020225,0.02469753671,-0.0001555261637
532RL,E,2011,345124,350017.6297,60292,61489.50346,48136,48982.51661,,,,
532RL,E,2012,374696,374696,76242,76242,51744,51744,350017.6297,180.3702823,0.1478325536,0.0005153177069
532RL,E,2013,394643,392019.7143,72943,72421.95038,55578,55234.34513,374696,136.1090184,0.1474110883,0.0003632518586
532RL,E,2014,420961,413903.2943,80978,79839.55164,58881,58123.76814,392019.7143,167.7965781,0.1482674621,0.0004280309688
532RL,E,2015,449653,441342.0175,90648,89006.02623,62857,61731.45329,413903.2943,164.1502329,0.149144629,0.0003965907862
532RL,E,2016,467178,457344.6954,82404,81133.07545,66332,65234.92581,441342.0175,104.5282035,0.1478103675,0.0002368417222
532RL,N,2011,1417,1394.439607,754,736.8620398,648,631.615066,,,,
532RL,N,2012,1650,1650,995,995,735,735,1394.439607,-4.439607437,0.5270934618,-0.00318379327
532RL,N,2013,2192,2200.882707,1489,1512.794058,939,955.8231189,1650,-6.08823192,0.5792867387,-0.003689837527
532RL,N,2014,3147,3203.162627,2314,2389.071276,1328,1374.484539,2200.882707,-12.30681804,0.624515125,-0.005591764613
532RL,N,2015,4488,4637.461698,3315,3484.334767,1927,2034.162884,3203.162627,-15.87281164,0.6350482699,-0.004955356154
532RL,N,2016,5898,6174.52738,4110,4387.06435,2636,2830.646467,4637.461698,-19.35220046,0.6103870289,-0.004173015698
532RL,S,2011,22978,23433.21742,565,584.9843193,607,624.3016067,,,,
532RL,S,2012,23431,23431,622,622,626,626,23433.21742,1.782580087,0.02671421465,7.607065026e-05
532RL,S,2013,24095,23412.74981,619,602.820816,640,625.911932,23431,4.840927206,0.02671298417,0.0002066035255
532RL,S,2014,24863,23605.37364,863,818.1247087,658,627.6068256,23412.74981,2.105945113,0.02680619879,8.994864467e-05
532RL,S,2015,26032,24273.62037,1400,1302.792242,686,640.8877391,23605.37364,6.342228517,0.02715007815,0.0002686773196
532RL,S,2016,27041,24834.35935,1322,1212.395848,716,657.7568737,24273.62037,6.100002907,0.02709760076,0.0002513017347
5411,E,2011,15773,15708.22796,2769,2748.187701,3158,3150.579014,,,,
5411,E,2012,15901,15901,3364,3364,3167,3167,15708.22796,-4.227957189,0.2016140846,-0.0002691555789
5411,E,2013,15949,16137.35473,3448,3484.817697,3227,3244.890929,15901,-3.572034382,0.204068356,-0.000224642122
5411,E,2014,15334,15662.97727,2683,2737.693483,3178,3212.139552,16137.35473,0.06860974979,0.1990499438,4.251610684e-06
5411,E,2015,15050,15739.67534,3117,3225.762252,3080,3142.135361,15662.97727,-6.928826664,0.2006090736,-0.0004423697068
5411,E,2016,14685,15595.55305,2810,2955.557071,2994,3099.535564,15739.67534,-0.1437988263,0.1969249998,-9.136073218e-06
5411,N,2011,2893,2823.971676,1574,1526.964503,1617,1570.337288,,,,
5411,N,2012,3254,3254,2133,2133,1697,1697,2823.971676,-5.971675525,0.6009267071,-0.002114637189
5411,N,2013,3614,3655.425153,2303,2348.106659,1905,1942.036574,3254,-4.644931143,0.5968151734,-0.001427452718
5411,N,2014,3518,3609.678165,1905,1973.892624,1945,2021.429719,3655.425153,1.790107262,0.5529944218,0.0004897124649
5411,N,2015,3722,3864.638171,2180,2298.30836,1930,2045.003008,3609.678165,1.654654059,0.5665333347,0.0004583937913
5411,N,2016,3781,3972.161857,2077,2215.799284,1964,2107.834141,3864.638171,-0.4414577151,0.5454156501,-0.000114230025
5411,S,2011,24050,24391.9438,370,378.9920844,599,617.2923301,,,,
5411,S,2012,24122,24122,341,341,611,611,24391.9438,0.05620473972,0.02504925418,2.304233733e-06
5411,S,2013,24790,24110.44443,606,595.6253298,616,607.4227642,24122,0.2418637118,0.02518127702,1.002668567e-05
5411,S,2014,25444,24157.73067,683,653.2084433,634,607.4468898,24110.44443,1.524687575,0.02519434644,6.323763877e-05
5411,S,2015,25980,24194.16818,690,644.2110818,650,608.3733663,24157.73067,0.5997956869,0.02518338227,2.482831252e-05
5411,S,2016,26656,24420.4019,908,834.9551451,663,612.0068951,24194.16818,3.285466404,0.02529563697,0.0001357957992
5412OP,E,2011,120693,120375.9716,23120,22981.77085,20915,20872.983,,,,
5412OP,E,2012,124876,124876,26164,26164,21600,21600,120375.9716,-63.97159525,0.179437804,-0.0005314316005
5412OP,E,2013,128115,129528.8966,26899,27209.10721,22329,22490.86764,124876,-65.34295432,0.1801056059,-0.0005232627112
5412OP,E,2014,129954,132504.0943,25519,26062.11677,22718,23050.04463,129528.8966,-36.87449431,0.1779529142,-0.000284681606
5412OP,E,2015,131126,135682.3438,25792,26551.12596,22812,23360.75932,132504.0943,-12.11709303,0.1763021698,-9.144693298e-05
5412OP,E,2016,132971,138407.7289,25360,26287.58933,22785,23570.00869,135682.3438,7.804481111,0.1737146339,5.752024097e-05
5412OP,N,2011,209769,211478.4606,55719,56244.71372,49418,49811.55691,,,,
5412OP,N,2012,220962,220962,61364,61364,51864,51864,211478.4606,-16.4605772,0.2452448342,-7.783571506e-05
5412OP,N,2013,231903,226501.8961,59826,59615.48759,54246,54062.92629,220962,-12.66520573,0.2446706958,-5.731847889e-05
5412OP,N,2014,236220,228636.9808,57926,57181.873,55698,55045.62976,226501.8961,-1.158526871,0.2430250285,-5.114866106e-06
5412OP,N,2015,238771,232759.6352,60800,59642.96646,56413,55515.33078,228636.9808,-4.981301685,0.2428099365,-2.178694657e-05
5412OP,N,2016,246963,238005.5455,61978,61496.69541,56505,56248.07058,232759.6352,-2.714503195,0.2416573241,-1.166225919e-05
5412OP,S,2011,114818,116368.44,4755,4899.44575,3002,3085.754013,,,,
5412OP,S,2012,118204,118204,4973,4973,3141,3141,116368.44,3.560024283,0.0269918545,3.059269579e-05
5412OP,S,2013,123225,119454.8565,4516,4433.131125,3243,3184.295927,118204,2.021311755,0.02693898622,1.710019759e-05
5412OP,S,2014,127403,120727.6603,4713,4489.825089,3378,3220.181582,119454.8565,3.160310299,0.02695730987,2.64561056e-05
5412OP,S,2015,135757,126569.3857,9811,9136.498167,3565,3326.933122,120727.6603,32.16030164,0.02755733949,0.0002663871854
5412OP,S,2016,143692,132410.4152,10094,9309.156542,3785,3499.165328,126569.3857,31.03827179,0.02764622195,0.0002452273243
5415,E,2011,26776,26430.76569,7487,7289.854915,7300,7122.684435,,,,
5415,E,2012,27038,27038,8079,8079,7460,7460,26430.76569,-11.76568655,0.2822468365,-0.0004451511806
5415,E,2013,27805,28344.43099,8952,9111.411427,7678,7795.944058,27038,-9.036375092,0.288332867,-0.0003342101891
5415,E,2014,26299,27201.87036,6440,6659.865878,7621,7812.962683,28344.43099,10.53617351,0.2756436594,0.0003717193515
5415,E,2015,24930,26741.65226,6676,7109.110588,7236,7573.40749,27201.87036,4.078799813,0.2784149541,0.0001499455647
5415,E,2016,23395,25900.30895,5788,6401.887433,6738,7250.822026,26741.65226,7.591279862,0.2711433817,0.0002838747505
5415,N,2011,42461,42749.17061,19301,19527.47196,19409,19642.58171,,,,
5415,N,2012,40841,40841,17235,17235,19141,19141,42749.17061,-2.170612052,0.4477513768,-5.077553602e-05
5415,N,2013,41206,40364.80676,18236,18236.03996,18759,18694.38201,40841,-17.85119621,0.457735658,-0.0004370900862
5415,N,2014,41613,40544.82667,19100,18898.91112,18942,18715.36679,40364.80676,-3.524423047,0.4636555528,-8.731425542e-05
5415,N,2015,44896,44182.97846,23654,23273.79899,19944,19621.53651,40544.82667,-14.11068821,0.4839467357,-0.0003480268477
5415,N,2016,50000,48763.20016,26233,26149.35093,21583,21558.48204,44182.97846,-10.64719225,0.487936368,-0.0002409795043
5415,S,2011,25207,25503.81458,874,897.3688051,626,642.5925926,,,,
5415,S,2012,25696,25696,839,839,648,648,25503.81458,1.185423194,0.0254079639,4.648023104e-05
5415,S,2013,26800,26057.3754,1028,1013.444563,664,654.2,25696,2.130837873,0.02545921544,8.292488611e-05
5415,S,2014,27524,26128.00957,763,732.0538664,689,660.5,26057.3754,-0.919692777,0.02534790975,-3.52949122e-05
5415,S,2015,28146,26214.9328,801,749.1547076,707,662.3111111,26128.00957,0.07962645999,0.02534870133,3.0475517e-06
5415,S,2016,29497,27050.92441,1637,1508.664386,731,674.0111111,26214.9328,1.338339015,0.02571096086,5.105254417e-05
55,E,2011,43994,43925.72316,9043,8896.723393,6868,6850.724255,,,,
55,E,2012,46067,46067,9427,9427,7248,7248,43925.72316,-37.72316383,0.1650058207,-0.0008587943718
55,E,2013,47253,48006.63185,9420,9600.326141,7567,7623.866475,46067,-36.82781997,0.1654951804,-0.0007994403796
55,E,2014,48059,49701.66973,9251,9671.317449,7791,7938.278642,48006.63185,-38.00092325,0.1653579586,-0.000791576534
55,E,2015,48018,51290.25327,9129,9853.801884,7909,8224.822324,49701.66973,-40.39602259,0.1654838231,-0.0008127699293
55,E,2016,48887,53523.82339,9689,10830.32147,8031,8555.571024,51290.25327,-41.18032128,0.1668069561,-0.0008028878521
55,N,2011,45088,44860.30756,22393,22233.40944,17837,17716.65747,,,,
55,N,2012,49826,49826,24888,24888,19900,19900,44860.30756,-22.30755816,0.443599277,-0.0004972671695
55,N,2013,50920,50963.80723,22418,22538.07347,21286,21386.09532,49826,-14.17091817,0.4292155766,-0.0002844081036
55,N,2014,50098,50409.30503,20872,21157.10866,21445,21698.17432,50963.80723,-13.43654797,0.4257565417,-0.0002636488265
55,N,2015,47986,48652.5824,19159,19659.75597,20939,21405.44038,50409.30503,-11.03822004,0.4246327215,-0.000218971875
55,N,2016,47168,48313.40381,20081,20913.785,20496,21232.5692,48652.5824,-20.39439362,0.4364119673,-0.0004191841956
55,S,2011,278044,282208.8194,2184,2238.538996,7110,7320.635349,,,,
55,S,2012,278547,278547,3558,3558,7202,7202,282208.8194,-17.81942579,0.02552010959,-6.314269634e-05
55,S,2013,281879,273875.4896,2483,2439.658143,7224,7092.493373,278547,-18.67516125,0.02546246548,-6.704491972e-05
55,S,2014,283933,269503.4899,2731,2616.266127,7300,6971.925191,273875.4896,-16.34065664,0.02545655035,-5.966454559e-05
55,S,2015,284991,265603.0072,3173,2981.189621,7348,6865.031242,269503.4899,-16.6411148,0.0254728844,-6.174730728e-05
55,S,2016,286846,263417.9507,4961,4605.378815,7364,6787.654011,265603.0072,-2.781214022,0.0255556369,-1.047131978e-05
561,E,2011,75734,75726.34786,16223,16197.85827,13171,13208.79038,,,,
561,E,2012,78415,78415,16585,16585,13881,13881,75726.34786,-15.34786138,0.1833047597,-0.0002026753146
561,E,2013,81743,82512.96759,18672,18765.43088,14609,14657.73986,78415,-9.72342191,0.1869252039,-0.0001239995143
561,E,2014,85117,86519.433,19343,19505.97544,15390,15491.94902,82512.96759,-7.561015262,0.1877516889,-9.16342665e-05
561,E,2015,87628,90330.88984,19844,20061.5732,16054,16250.07704,86519.433,-0.03931528991,0.1878199669,-4.544099348e-07
561,E,2016,91365,94567.02124,20995,21270.0835,16699,17040.69714,90330.88984,6.745034532,0.1886475066,7.467029877e-05
561,N,2011,29674,29393.3864,15358,15170.32352,12860,12699.13785,,,,
561,N,2012,32932,32932,17652,17652,14099,14099,29393.3864,-14.38640126,0.4796657251,-0.0004894434777
561,N,2013,36488,36622.24486,19391,19550.28222,15709,15841.36379,32932,-18.67356933,0.4810325455,-0.0005670341712
561,N,2014,39728,40191.50128,20856,21250.20236,17331,17657.72638,36622.24486,-23.21955742,0.4821584927,-0.0006340287853
561,N,2015,41729,42589.43157,20920,21614.14094,18593,19199.40525,40191.50128,-16.80539907,0.4776981362,-0.0004181331509
561,N,2016,44651,46130.79402,23253,24374.03556,19870,20804.92082,42589.43157,-27.75228004,0.4884996126,-0.0006516236309
561,S,2011,55690,56570.37519,1783,1820.714754,1361,1396.659755,,,,
561,S,2012,57134,57134,1967,1967,1405,1405,56570.37519,1.62481345,0.02483632105,2.872198469e-05
561,S,2013,59718,57790.09902,2113,2069.303232,1448,1417.801237,57134,4.597027529,0.02481536804,8.046045313e-05
561,S,2014,62141,58617.47093,2364,2248.223168,1512,1431.819059,57790.09902,10.96780029,0.02477620014,0.0001897868403
561,S,2015,65180,60346.48852,3407,3179.526201,1581,1460.197281,58617.47093,9.688672711,0.02491061552,0.0001652864335
561,S,2016,69584,63240.69323,4760,4386.09133,1672,1515.623614,60346.48852,23.73698672,0.02511535718,0.0003933449534
562,E,2011,25729,26022.56444,5070,5155.013444,3688,3762.336927,,,,
562,E,2012,26134,26134,4027,4027,3909,3909,26022.56444,-6.564440229,0.1502157871,-0.0002522595436
562,E,2013,26890,26826.14209,4714,4692.115957,4022,4000.674283,26134,0.7004184462,0.153083121,2.680104256e-05
562,E,2014,28068,27860.4056,5250,5183.06182,4209,4157.667545,26826.14209,8.869232843,0.1549856677,0.0003306190213
562,E,2015,28608,28481.99606,5016,4916.899674,4381,4306.007652,27860.4056,10.6984391,0.1545565314,0.0003840015559
562,E,2016,29799,29618.95134,5695,5582.410146,4536,4458.262201,28481.99606,12.80733485,0.1565291348,0.0004496642307
562,N,2011,851,850.0440075,333,329.6665754,259,256.7374359,,,,
562,N,2012,880,880,317,317,286,286,850.0440075,-1.044007476,0.3364531689,-0.001228180503
562,N,2013,928,914.4280503,336,340.6382221,301,301.775352,880,-4.434819734,0.3429265364,-0.00503956788
562,N,2014,967,951.661797,351,355.777925,314,317.3984674,914.4280503,-1.145710951,0.3471005371,-0.001252926297
562,N,2015,968,960.5707596,327,331.2789007,316,320.5502438,951.661797,-1.819694247,0.3368321024,-0.001912122829
562,N,2016,1029,1016.452128,374,381.642163,316,324.404737,960.5707596,-1.356058058,0.3377208121,-0.00141172115
562,S,2011,69590,71242.42695,708,737.725088,1617,1676.458296,,,,
562,S,2012,70094,70094,516,516,1655,1655,71242.42695,-9.426952456,0.02323053931,-0.000132322169
562,S,2013,70563,69116.06052,670,663.1827552,1660,1631.949372,70094,-9.172867281,0.02328229765,-0.0001308652279
562,S,2014,71557,68161.21952,687,663.3177649,1681,1608.803502,69116.06052,-9.355262866,0.02327684029,-0.0001353558463
562,S,2015,71810,67745.69218,1258,1186.919929,1700,1596.441622,68161.21952,-6.005643815,0.02342155309,-8.810939501e-05
562,S,2016,73173,67626.65257,1592,1478.37732,1718,1592.870944,67745.69218,-4.545991173,0.02351250526,-6.710376744e-05
61,E,2011,47245,46843.17551,10073,9976.239347,8073,8017.663254,,,,
61,E,2012,47948,47948,9456,9456,8344,8344,46843.17551,-7.175506223,0.1781262673,-0.0001531814644
61,E,2013,47862,48406.82636,8830,8958.865168,8401,8489.332064,47948,-10.70674188,0.177052892,-0.0002232990298
61,E,2014,47677,48809.64238,8646,8934.351995,8347,8517.529775,48406.82636,-14.00620322,0.1759572031,-0.0002893435548
61,E,2015,48428,50619.10197,9921,10471.24104,8352,8634.975864,48809.64238,-26.80558703,0.1769112709,-0.0005491863026
61,E,2016,48078,50985.06437,8418,9114.320225,8296,8729.48614,50619.10197,-18.87168299,0.1724543858,-0.0003728174198
61,N,2011,24140,24203.99241,9174,9156.264043,6938,6915.847544,,,,
61,N,2012,26696,26696,10194,10194,7707,7707,24203.99241,5.00759467,0.3184185431,0.0002068912676
61,N,2013,28700,28402.61405,10014,10001.23822,8302,8306.359746,26696,11.73557557,0.3111462296,0.0004396005233
61,N,2014,30158,29844.77473,10102,10040.02376,8621,8610.477839,28402.61405,12.61475708,0.3031579355,0.0004441407069
61,N,2015,32014,32072.81883,11131,11209.81541,8901,8995.098274,29844.77473,13.32696486,0.3013960854,0.0004465426522
61,N,2016,33615,33322.62084,10466,10520.06706,9169,9287.182138,32072.81883,16.91708912,0.2895655099,0.000527458756
61,S,2011,425164,430304.9448,12812,13228.68036,8070,8328.668135,,,,
61,S,2012,436111,436111,14227,14227,8429,8429,430304.9448,8.055214432,0.01958843397,1.871978124e-05
61,S,2013,456504,440573.5765,13192,12983.08161,8669,8523.217075,436111,2.71201332,0.01954368745,6.218630853e-06
61,S,2014,471399,445656.633,14397,13692.88955,9062,8614.921807,440573.5765,5.088718474,0.01955387764,1.15502126e-05
61,S,2015,487886,452476.1549,16684,15541.86883,9368,8736.587718,445656.633,14.24081771,0.01960385434,3.195468585e-05
61,S,2016,499361,460806.0154,18659,17203.90351,9625,8889.090782,452476.1549,15.04772224,0.01964543476,3.325638727e-05
621,E,2011,133023,130430.8934,27464,27043.12333,22652,22295.88118,,,,
621,E,2012,135651,135651,29000,29000,23181,23181,130430.8934,-598.8933709,0.1777262994,-0.004591652755
621,E,2013,139920,142504.5763,30396,31237.83973,23644,24263.84352,135651,-120.4199392,0.1788696251,-0.0008877187724
621,E,2014,143228,148048.361,29410,31001.32565,24161,25337.19344,142504.5763,-120.3474365,0.1777991563,-0.0008445162929
621,E,2015,148271,154144.4506,30646,32539.57138,24907,26326.59151,148048.361,-116.8903217,0.1778242685,-0.0007895414773
621,E,2016,151838,159271.6413,30247,32489.95498,25516,27262.16165,154144.4506,-100.6026002,0.1768611296,-0.0006526514565
621,N,2011,11842,11850.24694,3933,3889.645334,3518,3484.829903,,,,
621,N,2012,12549,12549,4513,4513,3806,3806,11850.24694,-8.246941319,0.3211747417,-0.0006959299127
621,N,2013,13346,13121.19111,4668,4711.102737,4094,4135.504138,12549,-3.407488048,0.3295485009,-0.0002715346281
621,N,2014,13967,13684.77728,4845,4895.343804,4270,4333.021154,13121.19111,1.263523449,0.3302307784,9.629639859e-05
621,N,2015,14780,14627.43755,5412,5481.619188,4442,4536.615748,13684.77728,-2.343174969,0.33150819,-0.0001712249254
621,N,2016,16146,15851.79306,5910,6052.490536,4660,4827.248814,14627.43755,-0.8862110797,0.3300132916,-6.058553159e-05
621,S,2011,180246,182623.7919,4403,4461.219626,4130,4201.789518,,,,
621,S,2012,183563,183563,5952,5952,4219,4219,182623.7919,-793.7919252,0.02310213776,-0.004346596447
621,S,2013,192343,185856.6627,6678,6534.131812,4345,4258.41876,183563,17.94965402,0.02319867707,9.778470617e-05
621,S,2014,197724,187511.2037,6264,5953.580603,4525,4306.096636,185856.6627,7.057015749,0.02316891186,3.797020589e-05
621,S,2015,201798,189668.8535,6902,6500.566071,4637,4349.041941,187511.2037,6.125725575,0.02319350447,3.266858435e-05
621,S,2016,205488,191646.9439,6815,6373.402598,4732,4396.779166,189668.8535,1.466888331,0.02318134519,7.733944205e-06
622,E,2011,187387,184233.821,42053,41397.52509,29884,29461.59645,,,,
622,E,2012,197250,197250,44994,44994,31649,31649,184233.821,-328.8210264,0.1717871335,-0.001784802728
622,E,2013,207904,211640.7313,47424,48814.10347,33283,34133.10917,197250,-290.2630273,0.1730449134,-0.001471548934
622,E,2014,216270,223389.0422,45916,48572.81294,34848,36542.54718,211640.7313,-281.9548859,0.1726631115,-0.001332233565
622,E,2015,227637,236309.2026,48802,52067.90471,36771,38856.16679,223389.0422,-291.5774855,0.1739394485,-0.001305245247
622,E,2016,238627,250246.2676,51470,55622.04132,38719,41366.4005,236309.2026,-318.575808,0.1750520083,-0.001348131196
622,N,2011,18087,18020.41754,7579,7475.572729,5965,5877.638329,,,,
622,N,2012,19981,19981,8720,8720,6744,6744,18020.41754,-15.41754392,0.3742421608,-0.0008555597495
622,N,2013,22002,21766.45113,9286,9380.448457,7498,7588.325021,19981,-6.672310832,0.3797770392,-0.0003339327778
622,N,2014,23397,23155.24036,9401,9544.566204,7993,8153.671293,21766.45113,-2.105678918,0.3745981026,-9.67396525e-05
622,N,2015,25014,25048.45738,10353,10623.86055,8452,8724.285806,23155.24036,-6.357720672,0.3767737096,-0.0002745694095
622,N,2016,27380,27379.89033,11427,11914.88494,9136,9572.365108,25048.45738,-11.08688195,0.3821538773,-0.000442617355
622,S,2011,599907,608189.9699,24014,24302.63345,11359,11496.44429,,,,
622,S,2012,617747,617747,24339,24339,11715,11715,608189.9699,-3066.969864,0.01926207366,-0.005042782709
622,S,2013,651573,627770.9274,22350,21855.55993,12177,11907.8862,617747,76.25366288,0.01927631571,0.0001234383378
622,S,2014,670788,636104.7168,21469,20363.22836,12747,12089.93215,627770.9274,60.49320438,0.01925850914,9.636190805e-05
622,S,2015,684389,646334.0307,23832,22436.38949,13040,12275.24038,636104.7168,68.16477089,0.0192975151,0.000107159669
622,S,2016,698909,657454.0919,25153,23534.28905,13353,12491.78534,646334.0307,77.5574971,0.01932713542,0.0001199959981
623,E,2011,17931,17938.00704,3629,3636.505979,2616,2629.029236,,,,
623,E,2012,18053,18053,2874,2874,2721,2721,17938.00704,-38.00704333,0.151689092,-0.002118799666
623,E,2013,18788,18851.97342,3584,3602.157784,2788,2797.785665,18053,-5.398699484,0.1549762181,-0.0002990472212
623,E,2014,19564,19639.67495,3681,3712.285811,2914,2930.215434,18851.97342,5.631156656,0.1554328223,0.0002987038296
623,E,2015,19849,20021.76443,3378,3403.626329,3004,3023.082682,19639.67495,1.545828969,0.1539273277,7.870949862e-05
623,E,2016,20339,20559.49609,3595,3632.650111,3073,3100.610627,20021.76443,5.69218059,0.1548620072,0.0002842996485
623,N,2011,2103,2109.645159,678,673.1078343,547,545.9817309,,,,
623,N,2012,2193,2193,668,668,586,586,2109.645159,1.354840575,0.2777718316,0.0006422125392
623,N,2013,2433,2377.061115,812,817.233224,627,634.9791422,2193,1.807033639,0.2895481725,0.0008240007473
623,N,2014,2693,2618.306259,941,945.1888843,698,707.1303672,2377.061115,3.186626625,0.2974809367,0.001340574125
623,N,2015,2926,2870.984334,1022,1019.005619,757,767.3719859,2618.306259,1.044441416,0.2930795369,0.0003988996368
623,N,2016,3340,3237.800632,1191,1204.445064,816,838.0924554,2870.984334,0.4636891729,0.2919181569,0.0001615087785
623,S,2011,60927,61790.85904,3241,3283.236806,1291,1312.647274,,,,
623,S,2012,63395,63395,3194,3194,1345,1345,61790.85904,-244.8590364,0.02176697364,-0.003962706462
623,S,2013,67341,64969.59555,3006,2938.264938,1406,1373.909925,63395,10.24053954,0.02167221272,0.0001615354451
623,S,2014,71200,67374.73288,4007,3798.858992,1490,1412.729723,64969.59555,19.00805999,0.02174447464,0.0002925685443
623,S,2015,73923,69300.01653,3584,3361.942105,1555,1452.58369,67374.73288,15.92522975,0.02155976918,0.0002363679835
623,S,2016,76645,71196.79203,3623,3370.584348,1610,1488.504739,69300.01653,14.69589541,0.02147913974,0.0002120619323
624,E,2011,10815,10798.84626,2407,2411.597702,1877,1880.341258,,,,
624,E,2012,10930,10930,2083,2083,1936,1936,10798.84626,-15.84625614,0.1792784112,-0.001467402699
624,E,2013,11013,11049.53861,2065,2072.516149,1947,1952.6759,10930,-0.3016411197,0.1786528728,-2.759754069e-05
624,E,2014,11396,11463.68417,2386,2400.875349,1982,1985.607855,11049.53861,-1.121933027,0.179700522,-0.0001015366403
624,E,2015,11439,11654.89227,2187,2213.459392,2003,2021.513128,11463.68417,-0.7381587943,0.176340616,-6.439106168e-05
624,E,2016,11467,11747.88408,2074,2124.783989,1996,2025.094825,11654.89227,-6.697359714,0.1737549158,-0.0005746393494
624,N,2011,1012,996.9905765,568,554.9527646,442,430.50122,,,,
624,N,2012,1088,1088,584,584,490,490,996.9905765,-2.990576541,0.4914790686,-0.002999603618
624,N,2013,1174,1177.19912,612,621.8973214,525,533.9375364,1088,1.239335161,0.4907514121,0.001139094817
624,N,2014,1348,1362.055646,761,784.4520227,578,596.8700905,1177.19912,-2.72540605,0.5070256002,-0.002315161474
624,N,2015,1426,1454.570337,719,750.3193851,623,654.6427627,1362.055646,-3.161931957,0.4806285004,-0.002321441099
624,N,2016,1528,1564.926117,754,794.6327542,645,685.0977961,1454.570337,0.8208220201,0.4709966777,0.0005643054855
624,S,2011,43467,44146.72098,990,1013.699673,1048,1069.774684,,,,
624,S,2012,44772,44772,1913,1913,1073,1073,44146.72098,-214.7209795,0.02430531591,-0.004863803579
624,S,2013,48679,46863.45975,3255,3185.42287,1129,1100.039924,44772,6.07680582,0.02456981873,0.0001357278169
624,S,2014,50756,47627.47291,2007,1890.718662,1202,1128.444741,46863.45975,1.739238132,0.02407941597,3.71128837e-05
624,S,2015,53093,48865.3695,2592,2384.236935,1256,1150.215338,47627.47291,3.874994041,0.02415024918,8.136047966e-05
624,S,2016,55192,49830.58652,2369,2142.008516,1308,1179.749215,48865.3695,2.95772019,0.02414284854,6.052794075e-05
711AS,E,2011,18263,18234.95259,4011,4002.881037,2729,2741.507967,,,,
711AS,E,2012,18776,18776,3430,3430,2884,2884,18234.95259,-4.95258714,0.1581578009,-0.0002715985751
711AS,E,2013,20138,20234.29255,4466,4500.890381,3028,3038.416073,18776,-4.181760778,0.1618244606,-0.0002227184053
