industria_io,tipo,anno,K_inizio_2012,I_2012,D_2012,K_fine_2012,delta_annuo,altre_variazioni_2012,altre_variazioni_rel,K_inizio_corrente,I_corrente,D_corrente,K_fine_corrente,rivalutazioni_e_altre_variazioni_corrente
332,E,2017,111001.774,12690.84388,10362.01102,113242.172,0.09334995872,-88.43486951,-0.0007966978032,110400,12739,10416,113770,1047
332,E,2018,113242.172,12597.75067,10529.4879,115281.3031,0.09298203762,-29.13168229,-0.0002572511792,113770,12919,10798,118786,2895
332,E,2019,115281.3031,12232.78062,10677.67093,116839.9516,0.09262274661,3.538823424,3.069728853e-05,118786,12727,11122,120973,582
332,N,2008,16030.5049,3554.614468,3276.213997,16308.55322,0.2043737248,-0.3521502431,-2.196750791e-05,14959,3468,3183,15371,127
332,N,2009,16308.55322,3704.378376,3341.21781,16669.87291,0.204875182,-1.840878974,-0.000112878129,15371,3522,3203,15731,41
332,N,2010,16669.87291,3666.702739,3376.184129,16960.92707,0.2025320857,0.5355513643,3.212690146e-05,15731,3530,3257,16333,329
332,N,2011,16960.92707,4182.113007,3481.487286,17659.24245,0.2052651528,-2.310338471,-0.0001362153414,16333,4122,3432,17456,433
332,N,2012,17659.24245,4431,3673,18415,0.2079930671,-2.242452459,-0.0001269846351,17456,4431,3673,18415,201
332,N,2013,18415,4581.799824,3853.429865,19140.91646,0.2092549479,-2.453499881,-0.0001332337704,18415,4611,3875,19737,586
332,N,2014,19140.91646,4476.623321,3970.288655,19648.63587,0.2074241671,1.384743232,7.234466723e-05,19737,4578,4052,20512,249
332,N,2015,19648.63587,4368.897285,4026.867625,19991.82176,0.2049438776,1.15622972,5.884529228e-05,20512,4522,4155,20688,-191
332,N,2016,19991.82176,4676.898189,4093.97057,20571.32557,0.2047822664,-3.423811377,-0.0001712605994,20688,4768,4167,21653,364
332,N,2017,20571.32557,4783.095214,4198.059257,21154.20596,0.2040733468,-2.155566434,-0.0001047850041,21653,4995,4370,23043,765
332,N,2018,21154.20596,4934.567994,4317.382101,21767.84937,0.2040909553,-3.542475467,-0.0001674596283,23043,5278,4610,24150,439
332,N,2019,21767.84937,5174.761808,4460.385463,22480.12728,0.2049070345,-2.098435539,-9.640068262e-05,24150,5606,4814,25289,347
332,S,2008,57735.44577,1771.815379,1776.080745,57731.90608,0.03076239772,0.7256768388,1.256900036e-05,53672,1701,1705,57804,4136
332,S,2009,57731.90608,1153.862888,1766.166072,57115.76912,0.03059254738,-3.833773006,-6.640648589e-05,57804,1131,1730,54255,-2950
332,S,2010,57115.76912,951.0310947,1746.341598,56316.98332,0.03057547197,-3.475298035,-6.084655934e-05,54255,908,1666,53684,187
332,S,2011,56316.98332,1202.547418,1726.51794,55790.38069,0.03065714529,-2.632106596,-4.673735064e-05,53684,1172,1683,55088,1915
332,S,2012,55790.38069,1355,1713,55404,0.0307042178,-28.38069302,-0.0005087022649,55088,1355,1713,55404,674
332,S,2013,55404,2081.338199,1714.894312,55769.3422,0.03095253613,-1.101685054,-1.988457609e-05,55404,2127,1752,57926,2147
332,S,2014,55769.3422,1785.932201,1721.239367,55832.5182,0.03086354077,-1.516835811,-2.719838089e-05,57926,1884,1816,59204,1210
332,S,2015,55832.5182,1570.154387,1720.332045,55680.45483,0.03081236707,-1.885711608,-3.377443234e-05,59204,1688,1850,60016,974
332,S,2016,55680.45483,1968.154367,1723.930976,55920.95944,0.03096115111,-3.718779417,-6.678787787e-05,60016,2128,1865,60590,311
332,S,2017,55920.95944,2246.488212,1733.736441,56380.55916,0.03100333861,-53.15205432,-0.0009504853789,60590,2489,1924,63268,2113
332,S,2018,56380.55916,2238.214143,1749.046525,56848.04119,0.03102215641,-21.68558724,-0.0003846288077,63268,2592,2029,67505,3674
332,S,2019,56848.04119,2117.650401,1761.65199,57202.65667,0.03098878964,-1.382928906,-2.432676442e-05,67505,2598,2163,70787,2847
333,E,2008,89543.66727,10733.07507,8143.973475,92153.17719,0.09094974244,20.40832419,0.0002279147684,82073,10239,7740,87341,2769
333,E,2009,92153.17719,8050.029104,8273.448259,91936.31443,0.08977930562,6.556390606,7.114665826e-05,87341,7750,7922,87105,-64
333,E,2010,91936.31443,8883.833732,8309.043525,92514.02676,0.09037825343,2.922122322,3.178420127e-05,87105,8574,7996,89016,1333
333,E,2011,92514.02676,12567.27104,8600.109566,96507.68754,0.09296006095,26.49931015,0.0002864355934,89016,12373,8460,95233,2304
333,E,2012,96507.68754,11365,8958,98889,0.09282162104,-25.68753648,-0.0002661708838,95233,11365,8958,98889,1249
333,E,2013,98889,11732.70859,9230.787575,101402.509,0.09334493801,11.58795006,0.0001171813858,98889,11768,9263,101457,63
333,E,2014,101402.509,10748.15769,9450.119353,102719.0909,0.0931941374,18.54358895,0.0001828711059,101457,10843,9529,103036,265
333,E,2015,102719.0909,9720.792768,9532.455898,102913.0411,0.09280120974,5.613376978,5.46478452e-05,103036,9761,9573,102526,-698
333,E,2016,102913.0411,8885.37183,9512.106753,102295.6666,0.09242858483,9.360355255,9.09540244e-05,102526,8880,9518,102080,192
333,E,2017,102295.6666,10522.81369,9533.583748,103184.4404,0.0931963598,-100.4561192,-0.0009820173479,102080,10594,9605,103916,847
333,E,2018,103184.4404,9735.019697,9606.056028,103288.0301,0.09309597446,-25.37397246,-0.0002459089021,103916,9965,9838,106458,2415
333,E,2019,103288.0301,9897.593033,9657.665229,103532.3956,0.09350226952,4.43770447,4.296436349e-05,106458,10278,10046,107490,800
333,N,2008,44712.80795,9597.26343,8894.913505,45410.76973,0.1989343526,-4.388151153,-9.814080918e-05,41593,9274,8557,42676,366
333,N,2009,45410.76973,10419.84649,9146.631461,46684.44,0.2014198728,0.4552402808,1.002494086e-05,42676,9890,8705,44003,142
333,N,2010,46684.44,10375.23341,9374.192655,47684.12392,0.2007990811,-1.356837363,-2.906401711e-05,44003,9975,9020,45897,939
333,N,2011,47684.12392,12074.81499,9796.19066,49958.2669,0.2054392501,-4.481356414,-9.398005133e-05,45897,11900,9649,49378,1230
333,N,2012,49958.2669,12136,10307,51786,0.206312201,-1.266895661,-2.535907948e-05,49378,12136,10307,51786,579
333,N,2013,51786,12794.13018,10727.77311,53851.78174,0.2071558552,-0.5753243271,-1.110964985e-05,51786,12885,10796,55526,1651
333,N,2014,53851.78174,12297.70813,11032.68092,55118.57838,0.204871233,1.769432449,3.285745414e-05,55526,12599,11280,57556,711
333,N,2015,55118.57838,11943.68017,11138.08303,55927.95248,0.202074933,3.77696575,6.852436802e-05,57556,12400,11523,57904,-529
333,N,2016,55927.95248,12501.91243,11228.68317,57202.90834,0.2007705033,1.726601414,3.087188673e-05,57904,12805,11462,60278,1031
333,N,2017,57202.90834,13161.54492,11477.86325,58884.8266,0.2006517428,-1.763410701,-3.082729098e-05,60278,13776,11994,64211,2151
333,N,2018,58884.8266,13375.56728,11812.68235,60447.2116,0.2006065575,-0.4999215604,-8.489819691e-06,64211,14384,12668,67171,1244
333,N,2019,60447.2116,14161.27963,12178.69069,62426.55603,0.2014764679,-3.244517187,-5.367521679e-05,67171,15409,13213,70349,982
333,S,2008,68857.48689,1779.085466,2074.98007,68562.37928,0.03013441476,0.7869875478,1.142922264e-05,63981,1713,1991,68561,4858
333,S,2009,68562.37928,1542.286157,2065.08767,68037.88393,0.03011983674,-1.693834529,-2.470501384e-05,68561,1511,2019,64584,-3469
333,S,2010,68037.88393,1400.269473,2048.885093,67385.83136,0.03011388618,-3.436950899,-5.051525269e-05,64584,1336,1953,64190,223
333,S,2011,67385.83136,1850.600801,2037.288785,67203.31404,0.0302331921,4.17066313,6.189228575e-05,64190,1807,1986,66328,2317
333,S,2012,67203.31404,1778,2031,66915,0.03022172387,-35.3140373,-0.0005254805929,66328,1778,2031,66915,840
333,S,2013,66915,2208.071026,2031.022795,67095.94633,0.03035227968,3.898093915,5.825441105e-05,66915,2265,2076,69637,2533
333,S,2014,67095.94633,2033.968399,2034.650605,67101.2179,0.03032449375,5.953780344,8.873532113e-05,69637,2154,2149,71114,1472
333,S,2015,67101.2179,1942.167499,2035.061155,67009.77366,0.03032822978,1.44941954,2.160049527e-05,71114,2094,2190,72201,1183
333,S,2016,67009.77366,1744.986271,2029.675025,66725.86082,0.03028923864,0.7759076792,1.157902253e-05,72201,1894,2200,72325,430
333,S,2017,66725.86082,2417.578763,2031.48823,67053.33003,0.03044529071,-58.62131384,-0.0008785396415,72325,2697,2257,75228,2463
333,S,2018,67053.33003,2279.15528,2040.596714,67284.44148,0.03043244403,-7.447123835,-0.0001110626994,75228,2663,2370,79824,4303
333,S,2019,67284.44148,2292.783727,2048.706598,67542.72449,0.03044844474,14.20588513,0.0002111317983,79824,2833,2517,83493,3353
334,E,2008,135787.1328,24294.60104,19157.3243,140914.5271,0.1410835026,-9.882467237,-7.277911415e-05,128925,24600,18809,137091,2375
334,E,2009,140914.5271,14044.82436,19300.3629,135641.2778,0.1369650333,-17.71076269,-0.0001256844348,137091,14102,18968,131762,-463
334,E,2010,135641.2778,18347.85777,18906.34518,135071.2,0.1393848944,-11.59033896,-8.544846485e-05,131762,18259,18556,132362,897
334,E,2011,135071.2,25571.62693,19340.44582,141307.3137,0.1431870437,4.932591955,3.651845808e-05,132362,25540,19215,140617,1930
334,E,2012,141307.3137,22477,19926,143780,0.1410118095,-78.31372281,-0.0005542085597,140617,22477,19926,143780,612
334,E,2013,143780,21726.78225,20145.95593,145332.7752,0.1401165387,-28.05109054,-0.0001950973052,143780,21571,20110,144194,-1047
334,E,2014,145332.7752,19969.69631,20156.67127,145104.2998,0.1386932248,-41.50045347,-0.0002855546755,144194,19548,20038,143064,-640
334,E,2015,145104.2998,22264.48818,20219.2251,147094.2655,0.1393427012,-55.29736233,-0.0003810870002,143064,21238,19859,142372,-2071
334,E,2016,147094.2655,16919.14878,20068.34978,143887.7295,0.1364318977,-57.33507144,-0.0003897845455,142372,15678,19430,138135,-485
334,E,2017,143887.7295,15838.50373,19474.92869,139992.712,0.1353480854,-258.5925391,-0.001797182707,138135,14534,18822,134641,794
334,E,2018,139992.712,19564.181,19208.53643,140226.7299,0.1372109745,-121.6266395,-0.0008688069386,134641,17964,18613,134797,805
334,E,2019,140226.7299,19852.19193,19292.6603,140726.2728,0.1375819026,-59.9887053,-0.0004277979337,134797,18098,18617,134800,522
334,N,2008,186853.062,79663.50924,65795.83896,200708.1723,0.3521260944,-12.55995648,-6.721836049e-05,174501,76168,62647,189633,1611
334,N,2009,200708.1723,68330.06956,68212.09798,200836.2748,0.3398571029,10.13090802,5.047581223e-05,189633,64216,64328,189962,441
334,N,2010,200836.2748,70955.13109,68326.87425,203467.0493,0.3402118184,2.517604859,1.253560823e-05,189962,67836,65362,196139,3703
334,N,2011,203467.0493,75909.24529,69719.27852,209652.8218,0.3426563602,-4.194273619,-2.0614019e-05,196139,74498,68409,207250,5022
334,N,2012,209652.8218,74822,71103,213372,0.3391464012,0.178232573,8.501320014e-07,207250,74822,71103,213372,2403
334,N,2013,213372,75029.58219,71603.96105,216790.7419,0.3355827431,-6.879252368,-3.224065186e-05,213372,75794,72305,223328,6467
334,N,2014,216790.7419,77863.55493,72406.2584,222246.9154,0.3339914692,-1.123065404,-5.180412201e-06,223328,80318,74530,231974,2858
334,N,2015,222246.9154,75622.73168,73305.31996,224557.9049,0.3298372886,-6.422149548,-2.889646201e-05,231974,79151,76576,232502,-2047
334,N,2016,224557.9049,79061.78562,74793.90269,228827.9262,0.3330717871,2.138365182,9.52255581e-06,232502,81712,77074,241262,4122
334,N,2017,228827.9262,78250.59726,76686.08445,230391.3126,0.3351255492,-1.126441876,-4.922659113e-06,241262,83261,81278,251809,8564
334,N,2018,230391.3126,77352.95106,77690.57037,230039.7081,0.3372113709,-13.98518911,-6.070189434e-05,251809,84840,85085,256458,4894
334,N,2019,230039.7081,79485.17967,78216.84932,231301.475,0.3400145565,-6.563416814,-2.853166902e-05,256458,88534,86956,261858,3822
334,S,2008,143955.4522,6374.530287,4405.750881,145976.8434,0.03060496018,52.61188168,0.0003654733523,133769,6139,4227,146004,10323
334,S,2009,145976.8434,5098.411792,4450.054093,146648.0083,0.03048465762,22.80720074,0.0001562384841,146004,5000,4356,139211,-7437
334,S,2010,146648.0083,3482.122212,4448.384318,145689.7035,0.03033375201,7.957287253,5.426113414e-05,139211,3332,4244,138812,513
334,S,2011,145689.7035,4406.460366,4437.649784,145669.0008,0.03045959787,10.48666251,7.197943477e-05,138812,4308,4326,143810,5016
334,S,2012,145669.0008,5292,4453,146441,0.03056930422,-67.00077352,-0.0004599521735,143810,5292,4453,146441,1792
334,S,2013,146441,6741.025558,4501.642854,148687.4953,0.03074031763,7.112576542,4.856957097e-05,146441,6894,4602,154339,5606
334,S,2014,148687.4953,4768.210514,4542.219856,148913.9901,0.03054876839,0.5041887452,3.390929037e-06,154339,5032,4791,157836,3256
334,S,2015,148913.9901,3695.036573,4535.043944,148069.3336,0.0304541161,-4.649132351,-3.122025235e-05,157836,3976,4878,159533,2599
334,S,2016,148069.3336,2411.056784,4488.927405,145980.6458,0.03031638824,-10.81716964,-7.305476004e-05,159533,2610,4862,158195,914
334,S,2017,145980.6458,3537.866072,4439.45894,144852.2903,0.03041128442,-226.7626807,-0.001553374966,158195,3925,4928,162488,5296
334,S,2018,144852.2903,4968.910571,4428.677536,145322.7864,0.0305737488,-69.73696002,-0.0004814349837,162488,5766,5141,172430,9317
334,S,2019,145322.7864,2989.935594,4414.275592,143891.4216,0.0303756603,-7.024809887,-4.833935588e-05,172430,3668,5418,177867,7187
335,E,2008,23821.29642,3082.428779,3139.541962,23761.99188,0.1317955961,-2.191356508,-9.199148817e-05,22073,3004,3011,22695,629
335,E,2009,23761.99188,2223.055357,3082.298234,22901.73083,0.1297154822,-1.018173552,-4.284883005e-05,22695,2165,2971,21891,2
335,E,2010,22901.73083,2389.112518,2965.196499,22322.28478,0.1294747773,-3.362059274,-0.0001468037197,21891,2326,2870,21629,282
335,E,2011,22322.28478,2556.163375,2870.845347,22014.26169,0.1286089383,6.658873202,0.0002983060769,21629,2527,2832,21810,486
335,E,2012,22014.26169,3029,2813,22219,0.1277808014,-11.26168562,-0.0005115631756,21810,3029,2813,22219,193
335,E,2013,22219,2999.384575,2793.490928,22426.95396,0.1257253219,2.060317159,9.272771767e-05,22219,3008,2796,22422,-9
335,E,2014,22426.95396,3156.323091,2792.104686,22795.79021,0.1244977223,4.617843511,0.0002059059611,22422,3180,2806,22835,39
335,E,2015,22795.79021,3434.013981,2829.308938,23406.92843,0.1241154139,6.433170158,0.0002822086928,22835,3447,2836,23213,-233
335,E,2016,23406.92843,2599.750096,2839.047937,23170.21053,0.1212909223,2.579944738,0.0001102214136,23213,2601,2835,23024,45
335,E,2017,23170.21053,3058.763709,2838.266423,23285.42928,0.1224963588,-105.2785355,-0.004543702153,23024,2967,2849,23357,215
335,E,2018,23285.42928,3818.22835,2924.879569,24070.47826,0.1256098624,-108.2998059,-0.004650968835,23357,3734,2971,24587,467
335,E,2019,24070.47826,4033.601533,3061.539018,24921.33005,0.1271906185,-121.2107188,-0.005035658932,24587,3958,3138,25602,195
335,N,2008,17403.79275,3728.551302,3430.061528,17701.8071,0.1970870129,-0.4754324709,-2.731775065e-05,16179,3598,3294,16622,139
335,N,2009,17701.8071,3981.487358,3519.536435,18166.46926,0.1988235673,2.711241261,0.0001531618352,16622,3767,3341,17107,59
335,N,2010,18166.46926,3877.869885,3575.167494,18470.15759,0.1968003492,0.9859417526,5.427261283e-05,17107,3716,3431,17764,372
335,N,2011,18470.15759,4254.161779,3641.794243,19084.24505,0.1971718013,1.719925199,9.311914044e-05,17764,4174,3578,18845,485
335,N,2012,19084.24505,4442,3762,19764,0.1971259533,-0.2450536926,-1.284062806e-05,18845,4442,3762,19764,239
335,N,2013,19764,4642.17253,3905.126629,20501.16194,0.1975878683,0.1160430952,5.871437724e-06,19764,4682,3936,21163,653
335,N,2014,20501.16194,4598.685217,4032.169105,21068.70495,0.196680028,1.02689904,5.008979698e-05,21163,4722,4136,22035,286
335,N,2015,21068.70495,4625.289749,4142.746977,21550.78478,0.196630357,-0.4629470314,-2.197320777e-05,22035,4805,4303,22336,-201
335,N,2016,21550.78478,4717.392519,4224.245157,22047.53923,0.1960135188,3.607090341,0.0001673762871,22336,4846,4323,23268,409
335,N,2017,22047.53923,4853.545729,4294.108368,22608.59481,0.1947658794,1.618213294,7.339654904e-05,23268,5115,4509,24718,844
335,N,2018,22608.59481,5139.785241,4427.242599,23319.44685,0.1958212192,-1.690597902,-7.47767792e-05,24718,5544,4780,25976,494
335,N,2019,23319.44685,5454.501432,4616.167798,24157.31871,0.1979535719,-0.4617717151,-1.980200123e-05,25976,5952,5035,27283,390
335,S,2008,29140.01506,511.9270579,850.9908807,28801.63827,0.02920351547,0.6870374013,2.357711209e-05,27085,493,815,28759,1996
335,S,2009,28801.63827,554.0611854,841.1049019,28511.36935,0.0292033701,-3.225203959,-0.0001119798787,28759,543,823,27068,-1411
335,S,2010,28511.36935,450.583029,832.107812,28127.7775,0.02918512267,-2.067071653,-7.249990794e-05,27068,430,793,26785,80
335,S,2011,28127.7775,500.189708,822.2098212,27804.93004,0.02923124023,-0.8273463036,-2.941385268e-05,26785,489,802,27446,974
335,S,2012,27804.93004,496,815,27472,0.0293113487,-13.93003982,-0.0005009917235,27446,496,815,27472,345
335,S,2013,27472,507.6258373,806.0029101,27172.64026,0.02933906924,-0.9826636541,-3.576964379e-05,27472,520,823,28161,992
335,S,2014,27172.64026,576.7434626,797.8051009,26951.0426,0.02936060291,-0.5360245984,-1.972662918e-05,28161,611,842,28535,605
335,S,2015,26951.0426,604.9631286,792.4122681,26763.71625,0.02940191516,0.1227875637,4.555948558e-06,28535,653,853,28821,486
335,S,2016,26763.71625,546.6462455,787.0042487,26522.20533,0.02940564163,-1.152915128,-4.307754266e-05,28821,594,853,28775,213
335,S,2017,26522.20533,498.1456889,778.892873,26214.18205,0.02936757571,-27.27609155,-0.001028424718,28775,557,865,29391,924
335,S,2018,26214.18205,655.8268138,773.4703205,26090.71667,0.02950579648,-5.821882256,-0.0002220890297,29391,768,899,30922,1662
335,S,2019,26090.71667,569.7683234,768.963202,25896.44842,0.02947267459,4.926636139,0.000188827168,30922,704,942,31948,1264
3361MV,E,2008,100597.89,14085.12389,14324.23592,100347.9849,0.1423910175,-10.79314059,-0.0001072899301,92515,13430,13556,95596,3207
3361MV,E,2009,100347.9849,10641.47755,14032.57454,96941.94602,0.1398391264,-14.9418679,-0.0001489005277,95596,10222,13425,92224,-169
3361MV,E,2010,96941.94602,14915.51725,13858.73778,98005.37167,0.1429591456,6.646183653,6.855838908e-05,92224,14369,13329,94527,1263
3361MV,E,2011,98005.37167,16373.97487,14103.30917,100302.5956,0.1439034303,26.55821171,0.0002709873066,94527,16086,13862,99140,2389
3361MV,E,2012,100302.5956,20614,14683,106235,0.1463870393,1.404414421,1.400177546e-05,99140,20614,14683,106235,1164
3361MV,E,2013,106235,23314.69152,15672.96627,113925.225,0.1475310987,48.4997241,0.0004565324431,106235,23395,15727,114097,194
3361MV,E,2014,113925.225,24887.51703,16831.21819,122040.1199,0.1477391701,58.5960528,0.0005143378283,114097,25148,17004,122600,359
3361MV,E,2015,122040.1199,23536.71449,17849.86578,127771.027,0.1462622767,44.05838577,0.0003610155891,122600,23680,17958,127480,-842
3361MV,E,2016,127771.027,18371.09495,18289.08866,127862.7942,0.1431395606,9.760968545,7.639422471e-05,127480,18417,18340,127720,163
3361MV,E,2017,127862.7942,20065.7661,18428.88777,129351.479,0.1441301817,-148.1935776,-0.001159004685,127720,20253,18612,130475,1114
3361MV,E,2018,129351.479,23183.14919,18889.67404,133592.0389,0.146033692,-52.91517403,-0.000409080549,130475,23814,19417,137926,3054
3361MV,E,2019,133592.0389,19400.25538,19248.24966,133724.6011,0.1440823107,-19.44356035,-0.0001455443042,137926,20232,20091,138958,891
3361MV,N,2008,54643.83177,15741.11611,19654.76141,50729.59896,0.3596885645,-0.5875139626,-1.075169774e-05,50597,14857,18504,47407,457
3361MV,N,2009,50729.59896,13946.689,18154.58273,46522.63701,0.3578696284,0.9317748219,1.836747857e-05,47407,13020,16915,43684,172
3361MV,N,2010,46522.63701,13720.74823,16818.57304,43424.64681,0.3615137516,-0.1653813611,-3.554857845e-06,43684,13086,16001,41723,954
3361MV,N,2011,43424.64681,15376.88182,16137.41736,42661.27606,0.3716188511,-2.835220336,-6.529057907e-05,41723,15059,15797,42121,1136
3361MV,N,2012,42661.27606,17833,16320,44172,0.3825483321,-2.27605783,-5.335184599e-05,42121,17833,16320,44172,538
3361MV,N,2013,44172,19156.10316,17056.58916,46266.07126,0.3861402961,-5.442740643,-0.0001232169846,44172,19340,17229,47758,1475
3361MV,N,2014,46266.07126,20667.30103,18004.81772,48924.11618,0.3891581289,-4.438391533,-9.593188728e-05,47758,21279,18545,51141,649
3361MV,N,2015,48924.11618,20905.22097,18899.54584,50926.87943,0.3863032655,-2.911873427,-5.951816107e-05,51141,21846,19746,52750,-491
3361MV,N,2016,50926.87943,23748.88332,19952.87848,54728.36841,0.3917946417,5.484137859,0.000107686509,52750,24502,20540,57724,1012
3361MV,N,2017,54728.36841,25078.22448,21315.60525,58489.33489,0.3894800059,-1.652741308,-3.01989874e-05,57724,26597,22571,63915,2165
3361MV,N,2018,58489.33489,26359.35794,22715.96351,62126.78063,0.3883778736,-5.948681631,-0.0001017054073,63915,28787,24834,69172,1304
3361MV,N,2019,62126.78063,25445.75072,23741.52647,63829.88208,0.3821464145,-1.122815366,-1.807296876e-05,69172,28245,26330,72131,1044
3361MV,S,2008,52632.59611,1647.163304,1633.572514,52645.14366,0.03103727793,-1.043239552,-1.982116842e-05,48930,1582,1570,52743,3801
3361MV,S,2009,52645.14366,1086.990528,1625.486983,52103.40147,0.03087629494,-3.245735226,-6.165307948e-05,52743,1066,1594,49497,-2718
3361MV,S,2010,52103.40147,1987.173791,1623.717703,52466.03891,0.0311633724,-0.8186482914,-1.571199323e-05,49497,1898,1550,50017,172
3361MV,S,2011,52466.03891,1929.508073,1634.550224,52759.37096,0.0311544431,-1.625805878,-3.098777631e-05,50017,1884,1595,52092,1786
3361MV,S,2012,52759.37096,3864,1676,54930,0.03176686851,-17.37095514,-0.000329248716,52092,3864,1676,54930,650
3361MV,S,2013,54930,3305.674618,1735.478939,56506.25665,0.03159437355,6.06096981,0.0001103398837,54930,3381,1776,58723,2188
3361MV,S,2014,56506.25665,2701.025492,1775.128732,57436.55821,0.03141472887,4.404804203,7.795250411e-05,58723,2854,1875,60930,1228
3361MV,S,2015,57436.55821,3222.917968,1813.85546,58851.58794,0.03158015585,5.967214372,0.0001038922693,60930,3470,1951,63454,1005
3361MV,S,2016,58851.58794,2459.512619,1846.298376,59466.98957,0.03137210806,2.187390577,3.716791091e-05,63454,2663,1998,64414,295
3361MV,S,2017,59466.98957,3662.741535,1882.334496,61191.10447,0.03165343513,-56.29213512,-0.000946611482,64414,4067,2091,68686,2296
3361MV,S,2018,61191.10447,4359.423015,1947.655449,63597.93169,0.03182906185,-4.940348902,-8.073639044e-05,68686,5066,2263,75565,4076
3361MV,S,2019,63597.93169,2717.864339,1996.281398,64325.46871,0.03138909309,5.954078531,9.362063157e-05,75565,3343,2455,79666,3213
3364OT,E,2008,36577.62519,6998.234302,4681.309735,38887.34515,0.1279828778,-7.204602313,-0.0001969674706,33987,6747,4496,37408,1170
3364OT,E,2009,38887.34515,4957.387165,4858.804422,38982.10211,0.124945645,-3.825784391,-9.838121827e-05,37408,4820,4700,37264,-264
3364OT,E,2010,38982.10211,5061.606916,4882.335068,39154.96249,0.1252455564,-6.411464389,-0.0001644720023,37264,4903,4730,37879,442
3364OT,E,2011,39154.96249,6362.49053,4991.117739,40530.67471,0.1274708855,4.339427657,0.0001108270161,37879,6261,4916,40095,871
3364OT,E,2012,40530.67471,5810,5130,41206,0.1265708019,-4.674712445,-0.0001153376419,40095,5810,5130,41206,431
3364OT,E,2013,41206,6164.200502,5237.843887,42146.28981,0.1271136215,13.93319771,0.0003381351674,41206,6207,5260,42342,189
3364OT,E,2014,42146.28981,6281.560146,5350.714919,43092.49183,0.1269557758,15.35679265,0.0003643687907,42342,6392,5418,43563,247
3364OT,E,2015,43092.49183,6317.897356,5453.629778,43977.82171,0.1265563802,21.06229933,0.0004887695846,43563,6443,5522,44256,-228
3364OT,E,2016,43977.82171,6001.924274,5530.139499,44469.67364,0.1257483723,20.06715388,0.000456301679,44256,6127,5590,44975,182
3364OT,E,2017,44469.67364,7898.090398,5675.777246,46660.95382,0.1276325365,-31.03296935,-0.0006978456736,44975,8234,5810,47944,545
3364OT,E,2018,46660.95382,7336.898982,5888.792476,48120.17129,0.1262038598,11.11096428,0.0002381212421,47944,7801,6153,50725,1133
3364OT,E,2019,48120.17129,6798.017454,6028.724314,48917.83326,0.1252847642,28.36882501,0.0005895412308,50725,7286,6427,52218,634
3364OT,N,2008,61596.82095,18013.92136,15949.22031,63655.51751,0.2589292769,-6.004489282,-9.748050613e-05,57190,17165,15160,59698,503
3364OT,N,2009,63655.51751,19403.29698,16657.15343,66400.8688,0.2616765063,-0.7922556573,-1.244598565e-05,59698,18219,15668,62502,253
3364OT,N,2010,66400.8688,14867.34753,16757.97156,64513.75905,0.2523757875,3.514270888,5.29250739e-05,62502,14213,16012,62033,1330
3364OT,N,2011,64513.75905,13704.83426,16251.05001,61967.24788,0.2519005287,-0.2954208336,-4.579191136e-06,62033,13472,15940,61204,1639
3364OT,N,2012,61967.24788,13273,15741,59498,0.2540212861,-1.247879074,-2.01377198e-05,61204,13273,15741,59498,762
3364OT,N,2013,59498,16067.08908,15572.04339,59991.30311,0.2617238124,-1.742577952,-2.928800887e-05,59498,16212,15718,61832,1840
3364OT,N,2014,59991.30311,15675.33307,15657.62188,60009.21882,0.2609981959,0.2045159495,3.409093301e-06,61832,16108,16089,62627,776
3364OT,N,2015,60009.21882,16764.09819,15744.77663,61026.27226,0.2623726311,-2.268117246,-3.779614683e-05,62627,17487,16392,63165,-557
3364OT,N,2016,61026.27226,18949.03112,16136.85009,63834.6089,0.2644246403,-3.844386625,-6.299559981e-05,63165,19521,16575,67244,1133
3364OT,N,2017,63834.6089,17714.3636,16543.80452,65001.87479,0.2591666934,-3.293197347,-5.158952805e-05,67244,18720,17429,70894,2359
3364OT,N,2018,65001.87479,15910.69752,16552.4454,64356.5919,0.2546456614,-3.535008352,-5.438317531e-05,70894,17275,17953,71549,1333
3364OT,N,2019,64356.5919,13856.2415,16189.35699,62014.8386,0.2515570901,-8.637815146,-0.0001342180325,71549,15088,17766,69846,975
3364OT,S,2008,55169.75161,1717.014159,1714.522637,55175.73272,0.03107722233,3.489585389,6.325178721e-05,51398,1656,1648,55336,3930
3364OT,S,2009,55175.73272,1536.936306,1709.926824,55001.28516,0.03099055944,-1.457043763,-2.640732966e-05,55336,1508,1677,52289,-2878
3364OT,S,2010,55001.28516,1988.455535,1711.728421,55281.80021,0.03112160772,3.787941994,6.887006336e-05,52289,1902,1636,52728,173
3364OT,S,2011,55281.80021,1562.360292,1715.215426,55131.53927,0.03102676503,2.594189843,4.692665277e-05,52728,1528,1673,54436,1853
3364OT,S,2012,55131.53927,1335,1706,54736,0.03094417501,-24.53927025,-0.000445104029,54436,1335,1706,54736,671
3364OT,S,2013,54736,1567.136889,1696.014724,54601.04253,0.03098536108,-6.079631757,-0.0001110719044,54736,1602,1737,56767,2166
3364OT,S,2014,54601.04253,1528.071828,1691.17574,54431.36773,0.03097332324,-6.570887998,-0.0001203436362,56767,1612,1788,57796,1205
3364OT,S,2015,54431.36773,1832.477908,1690.043679,54569.59572,0.0310490761,-4.20624068,-7.727604238e-05,57796,1973,1821,58918,970
