industria_io,tipo,K_inizio_a0,delta,w_costo_uso,I_anno_precedente
42,E,217.433884,0.1626230161,1.070248867,39.48823996
42,N,47.98880001,0.386815007,1.39646072,19.89615869
42,S,255.5203295,0.02541906451,0.8657634868,7.786477812
441,E,24.50774389,0.17337118,1.815113314,4.674597778
441,N,2.995298627,0.3309384651,2.894354656,1.036956086
441,S,162.5208066,0.0255536502,0.8421694626,1.803459381
445,E,53.87013612,0.1456009144,1.521383178,7.922543616
445,N,3.9402112,0.3444865243,2.637518053,1.361488284
445,S,164.0914028,0.02585008164,0.7895127403,2.338015004
452,E,39.87762812,0.1567919495,1.551373237,7.586003502
452,N,5.515083357,0.495514374,3.543026368,3.101650193
452,S,158.6623253,0.02573344436,0.7730245083,5.061199261
481,E,169.9555743,0.077736837,1.067010416,12.65127067
481,N,1.901043095,0.4657578798,3.418904761,0.7665735735
481,S,55.13350897,0.0233936534,0.7100268728,0.5212594901
482,E,37.69195881,0.08385947411,2.222191427,4.895957442
482,N,1.262299015,0.4845165848,9.571822595,0.6791143479
482,S,335.8662689,0.02196364898,0.8306260634,8.342758399
483,E,37.85231363,0.07389255479,1.023350137,3.063022503
483,N,0.3348976792,0.7035846346,3.99465438,0.1460410004
483,S,6.344409979,0.02501636864,0.7026107214,0.05722039544
484,E,89.3781813,0.1845822421,1.092033307,19.69920329
484,N,1.012380112,0.5096971103,1.945827068,0.4662827182
484,S,23.24945409,0.02886483628,0.6050098161,0.2400614364
485,E,16.51144675,0.150853922,1.18863132,1.764130177
485,N,0.3751261555,0.5357734285,2.334483666,0.1799270833
485,S,26.13901079,0.02391571011,0.8616942409,0.109652488
486,E,24.73219144,0.1549230122,1.946766018,2.550651285
486,N,0.8457069534,0.5293032045,5.184408951,0.3343972924
486,S,154.9468262,0.02695964352,0.8260410826,6.259024296
487OS,E,64.4785873,0.1173925915,1.219380423,6.666012433
487OS,N,2.034364871,0.515403347,3.414407571,1.139325795
487OS,S,62.49675122,0.02117530869,0.6950701384,1.745944215
493,E,8.326452011,0.1531569044,1.353088323,0.9246941819
493,N,0.4803613952,0.5284000613,2.669719132,0.2027346567
493,S,33.40922586,0.02333847633,0.8879937653,0.8480617445
4A0,E,145.8821968,0.1627190437,1.510507031,29.02909496
4A0,N,19.20196322,0.4213798974,2.965660032,8.982962423
4A0,S,418.6396069,0.02601385301,0.7319450501,7.508965864
511,E,28.01920185,0.2287216338,1.062325313,7.534708032
511,N,195.4395279,0.2376605756,1.096497213,53.94718401
511,S,46.92528637,0.02770151607,0.5608833362,1.456533641
512,E,11.31562742,0.1606740017,1.302449513,1.910990316
512,N,215.2011549,0.1291643053,1.069117835,28.8063682
512,S,33.00386922,0.02830047268,0.4456212467,0.5211091077
513,E,318.0504281,0.1332203989,1.3014423,67.07396139
513,N,146.610058,0.2318402424,1.84045196,39.38604702
513,S,779.0080586,0.02470111002,0.7187544331,18.05814532
514,E,32.55786603,0.2733756545,1.031793539,12.84294427
514,N,55.4421594,0.3652273313,1.12918568,21.36572408
514,S,22.18616527,0.02755935557,0.6305146591,2.322080081
521CI,E,361.1551055,0.1714008521,1.134056079,62.75669159
521CI,N,32.60079412,0.5073590128,1.942617412,16.57099682
521CI,S,360.9658062,0.02525099209,0.7807406901,4.869485422
523,E,32.67694363,0.1803279572,1.50166362,6.774202171
523,N,21.8860249,0.4863181817,3.899034198,10.83965232
523,S,101.6536928,0.02563427664,0.2145768024,1.820428511
524,E,45.43025252,0.1873245496,1.069170777,7.53882494
524,N,40.54066977,0.5022982068,1.553144296,20.3399564
524,S,155.2299235,0.02582492884,0.8352940882,1.497521343
525,E,1.076318711,0.1640138672,1.536136826,0.1630693362
525,N,0.7212405543,0.4578638793,3.200880731,0.4634304524
525,S,39.04315067,0.02471443027,0.9445634254,0.146020979
532RL,E,350.0176297,0.1481093578,1.017377931,61.48950346
532RL,N,1.394439607,0.6060025482,2.087174257,0.7368620398
532RL,S,23.43321742,0.0268980366,0.6757346165,0.5849843193
5411,E,15.70822796,0.2004529967,1.051970899,2.748187701
5411,N,2.823971676,0.5702851592,1.332171522,1.526964503
5411,S,24.3919438,0.02518055388,0.9280740511,0.3789920844
5412OP,E,120.3759716,0.1774144333,1.022446603,22.98177085
5412OP,N,211.4784606,0.2434405694,1.195626752,56.24471372
5412OP,S,116.36844,0.02722586598,0.621264357,4.89944575
5415,E,26.43076569,0.2791253092,0.9878007705,7.289854915
5415,N,42.74917061,0.4683221403,1.352063687,19.52747196
5415,S,25.50381458,0.02545539239,0.4225179294,0.8973688051
55,E,43.92572316,0.165656834,1.647318565,8.896723393
55,N,44.86030756,0.431618712,4.137602335,22.23340944
55,S,282.2088194,0.02549327591,0.4004874045,2.238538996
561,E,75.72634786,0.186990558,1.00339583,16.19785827
561,N,29.3933864,0.482050891,1.64513464,15.17032352
561,S,56.57037519,0.02489320451,0.6602489282,1.820714754
562,E,26.02256444,0.153937521,1.557128449,5.155013444
562,N,0.8500440075,0.3401863696,2.702464246,0.3296665754
562,S,71.24242695,0.02334299418,0.7761856078,0.737725088
61,E,46.84317551,0.1760536483,2.470932163,9.976239347
61,N,24.20399241,0.3038242262,4.066934634,9.156264043
61,S,430.3049448,0.01958749281,0.6673633483,13.22868036
621,E,130.4308934,0.1777918876,1.298107785,27.04312333
621,N,11.85024694,0.3286878001,1.821653722,3.889645334
621,S,182.6237919,0.02316916891,0.7337736571,4.461219626
622,E,184.233821,0.1733883652,2.25682017,41.39752509
622,N,18.02041754,0.3777165469,4.570853949,7.475572729
622,S,608.1899699,0.01928476277,0.5134792153,24.30263345
623,E,17.93800704,0.1542011943,2.149559133,3.636505979
623,N,2.109645159,0.290375122,3.677725039,0.6731078343
623,S,61.79085904,0.0216403747,0.5748586456,3.283236806
624,E,10.79884626,0.1774853494,2.28802621,2.411597702
624,N,0.9969905765,0.4870271352,5.732859213,0.5549527646
624,S,44.14672098,0.02424474721,0.5780476412,1.013699673
711AS,E,18.23495259,0.1608207294,1.47783199,4.002881037
711AS,N,48.15662244,0.1790389994,1.603576901,8.124072127
711AS,S,83.95324162,0.02601644895,0.5499939262,3.754670346
713,E,31.52898862,0.1628135506,1.909272722,4.451310712
713,N,1.188472624,0.438112497,3.824616114,0.4175465472
713,S,119.7705527,0.02945056032,0.7326101657,4.369741977
721,E,36.1609432,0.1497727097,1.859071735,4.464697522
721,N,2.384141448,0.3757606613,3.524119187,0.856858962
721,S,299.2710495,0.02816998537,0.8760899143,7.813630662
722,E,73.50393591,0.1541209629,1.307440615,11.83938699
722,N,1.765890399,0.4477001544,2.091056264,0.6130632167
722,S,150.5740896,0.02666826921,0.8371248258,3.087974223
81,E,86.45073048,0.1613468521,2.287546641,15.15337264
81,N,26.78292288,0.2655839825,3.342065385,7.218554626
81,S,464.332665,0.02125410578,0.6251896165,6.979418492
HS,R,16320.95131,0.02312154084,1,382.3305865
ORE,E,62.713481,0.171364795,2.116479675,9.578608003
ORE,N,3.754532699,0.6219138496,5.550718008,1.775268641
ORE,S,1075.119626,0.02619980896,0.9189819027,20.3004375
