riga,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
15,0,0,0,0,0,0,0,0,0,0,0,0.678817747,0.003316333272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1385064609,0.01581200187,0.0001742861791,0.001816598251,0.02834831735,0.0002912997361,0.002417632035,7.788762998e-06,0.01575433092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1147372037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0.1047597988,0.6505334734,0,0,0,0,0,0,0,0,0,0,0,0,0.1791973022,0,0,0,0,0.0001556224094,0.001291582777,4.161026989e-06,0.008416509291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05564155011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9056572611,0,0,0,0,0,0,0,0,0,0,0,0.03079851875,0.0170743604,0.0001882003972,0.001961627217,0.03061151845,0.000216191614,0.001794274786,5.78052444e-06,0.01169226678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8490871101,0,0,0,0,0,0,0,0,0,0,0,0.1387741903,5.965601038e-05,6.575522942e-07,6.853718143e-06,0.0001069534097,0.0001886886991,0.0015660153,5.045152383e-06,0.01020482973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7933047798,0,0,0,0,0,0,0,0,0,0,0,0.1626930217,0.006061557041,6.681289468e-05,0.0006963959407,0.01086737429,0.000414925652,0.003443661026,1.109426877e-05,0.02244037744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0.03297205371,0,0.04563799274,0.87295987,0,0,0,0,0,0,0,0,0,0,0.03891159225,0,0,0,0,0.0001501124069,0.001245852703,4.013700719e-06,0.008118512445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9128173375,0,0,0,0,0,0,0,0,0,0,0.02253869969,0.01909298396,0.0002104504697,0.002193541434,0.03423057832,0.0001406171976,0.001167047544,3.759818119e-06,0.007604984109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8797305743,0,0,0,0,0,0,0,0,0,0,0.05298243178,0,0,0,0,0.0004610392697,0.003826379394,1.23272532e-05,0.02493433505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03805291299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665188707,0.002350490131,0,0,0,0,0,0,0,0,0.1134378589,0.0130771111,0.0001441411243,0.001502394026,0.02344510825,0.001521078828,0.01262414086,4.067055691e-05,0.08226433545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08440396378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0.7031274038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1839520011,0,0,0,0,0.0003074334732,0.002551533425,8.220146343e-06,0.01662689001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934265181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0.7376306532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2358717384,0,0,0,0,0.0003185014106,0.002643391386,8.516080497e-06,0.01722547602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006301723483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0.1062447096,0,0,0,0,0,0,0.6135215575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2413237583,0,0,0,0,0.0002605253157,0.002162220802,6.965917533e-06,0.01408996139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02239030118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0.6400839816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2753837682,0,0,0,0,0.0002822577561,0.002342588436,7.546998826e-06,0.01526531453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06663454258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0.02423503926,0.7330083943,0,0,0,0,0,0,0,0,0,0,0,0,0.1945572705,0,0,0,0,0.0007601322661,0.006308691321,2.032439214e-05,0.04111014799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0.0001389950657,0.1526165821,0,0,0.01098061019,0.0255577177,0,0.2666446591,0,0.02562721523,0,0,0,0,0,0.001111960525,0.1740739454,0.07362286224,0.0008115004953,0.008458332085,0.1319936767,0.0007154260361,0.005937653519,1.91290384e-05,0.03869230597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08299742859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
